GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037242100,"Census Tract 2421, Los Angeles County, California",Census Tract 2421,734,1,733,
06037242201,"Census Tract 2422.01, Los Angeles County, California",Census Tract 2422.01,1010,367,643,400400
06037242202,"Census Tract 2422.02, Los Angeles County, California",Census Tract 2422.02,736,224,512,400000
06037242300,"Census Tract 2423, Los Angeles County, California",Census Tract 2423,1292,283,1009,426400
06037242600,"Census Tract 2426, Los Angeles County, California",Census Tract 2426,1342,120,1222,416700
06037242700,"Census Tract 2427, Los Angeles County, California",Census Tract 2427,1299,741,558,417700
06037243001,"Census Tract 2430.01, Los Angeles County, California",Census Tract 2430.01,758,422,336,381800
06037243002,"Census Tract 2430.02, Los Angeles County, California",Census Tract 2430.02,565,433,132,380900
06037243100,"Census Tract 2431, Los Angeles County, California",Census Tract 2431,1447,313,1134,363500
06037261102,"Census Tract 2611.02, Los Angeles County, California",Census Tract 2611.02,1428,1295,133,2000001
06037261103,"Census Tract 2611.03, Los Angeles County, California",Census Tract 2611.03,728,615,113,2000001
06037261104,"Census Tract 2611.04, Los Angeles County, California",Census Tract 2611.04,594,490,104,2000001
06037261200,"Census Tract 2612, Los Angeles County, California",Census Tract 2612,1596,1426,170,1705300
06037262100,"Census Tract 2621, Los Angeles County, California",Census Tract 2621,1012,902,110,2000001
06037262200,"Census Tract 2622, Los Angeles County, California",Census Tract 2622,1606,1177,429,2000001
06037262301,"Census Tract 2623.01, Los Angeles County, California",Census Tract 2623.01,786,730,56,2000001
06037262302,"Census Tract 2623.02, Los Angeles County, California",Census Tract 2623.02,1282,1024,258,2000001
06037262303,"Census Tract 2623.03, Los Angeles County, California",Census Tract 2623.03,1082,1054,28,2000001
06037262400,"Census Tract 2624, Los Angeles County, California",Census Tract 2624,1165,970,195,2000001
06037262501,"Census Tract 2625.01, Los Angeles County, California",Census Tract 2625.01,1285,1131,154,2000001
06037262601,"Census Tract 2626.01, Los Angeles County, California",Census Tract 2626.01,1287,1161,126,2000001
06037262604,"Census Tract 2626.04, Los Angeles County, California",Census Tract 2626.04,2118,1629,489,2000001
06037262704,"Census Tract 2627.04, Los Angeles County, California",Census Tract 2627.04,1507,961,546,2000001
06037262706,"Census Tract 2627.06, Los Angeles County, California",Census Tract 2627.06,1286,970,316,2000001
06037262802,"Census Tract 2628.02, Los Angeles County, California",Census Tract 2628.02,1330,1130,200,2000001
06037264000,"Census Tract 2640, Los Angeles County, California",Census Tract 2640,1252,1018,234,2000001
06037264102,"Census Tract 2641.02, Los Angeles County, California",Census Tract 2641.02,1585,543,1042,816800
06037264103,"Census Tract 2641.03, Los Angeles County, California",Census Tract 2641.03,1526,460,1066,808200
06037264303,"Census Tract 2643.03, Los Angeles County, California",Census Tract 2643.03,1450,350,1100,718100
06037264304,"Census Tract 2643.04, Los Angeles County, California",Census Tract 2643.04,1418,206,1212,1205900
06037264305,"Census Tract 2643.05, Los Angeles County, California",Census Tract 2643.05,1794,745,1049,2000001
06037264306,"Census Tract 2643.06, Los Angeles County, California",Census Tract 2643.06,898,341,557,1242400
06037265100,"Census Tract 2651, Los Angeles County, California",Census Tract 2651,1239,762,477,2000001
06037265201,"Census Tract 2652.01, Los Angeles County, California",Census Tract 2652.01,841,571,270,1555800
06037265203,"Census Tract 2652.03, Los Angeles County, California",Census Tract 2652.03,992,491,501,1154000
06037265204,"Census Tract 2652.04, Los Angeles County, California",Census Tract 2652.04,676,112,564,686700
06037265301,"Census Tract 2653.01, Los Angeles County, California",Census Tract 2653.01,0,0,0,
06037265303,"Census Tract 2653.03, Los Angeles County, California",Census Tract 2653.03,1457,59,1398,671500
06037265304,"Census Tract 2653.04, Los Angeles County, California",Census Tract 2653.04,843,0,843,
06037265306,"Census Tract 2653.06, Los Angeles County, California",Census Tract 2653.06,484,16,468,
06037265307,"Census Tract 2653.07, Los Angeles County, California",Census Tract 2653.07,1065,0,1065,
06037265410,"Census Tract 2654.10, Los Angeles County, California",Census Tract 2654.10,660,372,288,1842300
06037265420,"Census Tract 2654.20, Los Angeles County, California",Census Tract 2654.20,601,400,201,2000001
06037265521,"Census Tract 2655.21, Los Angeles County, California",Census Tract 2655.21,998,86,912,
06037265522,"Census Tract 2655.22, Los Angeles County, California",Census Tract 2655.22,968,139,829,687500
06037265523,"Census Tract 2655.23, Los Angeles County, California",Census Tract 2655.23,1362,542,820,886900
06037265524,"Census Tract 2655.24, Los Angeles County, California",Census Tract 2655.24,1318,328,990,846200
06037265601,"Census Tract 2656.01, Los Angeles County, California",Census Tract 2656.01,1368,645,723,1402500
06037265602,"Census Tract 2656.02, Los Angeles County, California",Census Tract 2656.02,1490,973,517,1204900
06037265701,"Census Tract 2657.01, Los Angeles County, California",Census Tract 2657.01,714,305,409,2000001
06037265702,"Census Tract 2657.02, Los Angeles County, California",Census Tract 2657.02,1415,724,691,1633000
06037267101,"Census Tract 2671.01, Los Angeles County, California",Census Tract 2671.01,1340,625,715,906400
06037267102,"Census Tract 2671.02, Los Angeles County, California",Census Tract 2671.02,1437,609,828,967100
06037267201,"Census Tract 2672.01, Los Angeles County, California",Census Tract 2672.01,1347,362,985,977600
06037267202,"Census Tract 2672.02, Los Angeles County, California",Census Tract 2672.02,1607,605,1002,1199000
06037267300,"Census Tract 2673, Los Angeles County, California",Census Tract 2673,2060,248,1812,548000
06037267403,"Census Tract 2674.03, Los Angeles County, California",Census Tract 2674.03,1828,202,1626,728700
06037267404,"Census Tract 2674.04, Los Angeles County, California",Census Tract 2674.04,1459,302,1157,941000
06037267405,"Census Tract 2674.05, Los Angeles County, California",Census Tract 2674.05,1438,131,1307,804900
06037267406,"Census Tract 2674.06, Los Angeles County, California",Census Tract 2674.06,1027,270,757,662500
06037267502,"Census Tract 2675.02, Los Angeles County, California",Census Tract 2675.02,1613,455,1158,1123000
06037267503,"Census Tract 2675.03, Los Angeles County, California",Census Tract 2675.03,1172,194,978,947700
06037267504,"Census Tract 2675.04, Los Angeles County, California",Census Tract 2675.04,1724,282,1442,784500
06037267600,"Census Tract 2676, Los Angeles County, California",Census Tract 2676,1258,487,771,962900
06037267700,"Census Tract 2677, Los Angeles County, California",Census Tract 2677,1735,514,1221,883900
06037267800,"Census Tract 2678, Los Angeles County, California",Census Tract 2678,1405,776,629,1193300
06037267901,"Census Tract 2679.01, Los Angeles County, California",Census Tract 2679.01,1518,1121,397,1344900
06037267902,"Census Tract 2679.02, Los Angeles County, California",Census Tract 2679.02,1696,710,986,1207100
06037269000,"Census Tract 2690, Los Angeles County, California",Census Tract 2690,2017,1361,656,2000001
06037269100,"Census Tract 2691, Los Angeles County, California",Census Tract 2691,1609,482,1127,1826100
06037269300,"Census Tract 2693, Los Angeles County, California",Census Tract 2693,1403,1165,238,2000001
06037269500,"Census Tract 2695, Los Angeles County, California",Census Tract 2695,1287,1176,111,2000001
06037269601,"Census Tract 2696.01, Los Angeles County, California",Census Tract 2696.01,1017,199,818,769500
06037269602,"Census Tract 2696.02, Los Angeles County, California",Census Tract 2696.02,950,147,803,1216500
06037269700,"Census Tract 2697, Los Angeles County, California",Census Tract 2697,1514,739,775,1096400
06037269800,"Census Tract 2698, Los Angeles County, California",Census Tract 2698,1487,304,1183,903800
06037269903,"Census Tract 2699.03, Los Angeles County, California",Census Tract 2699.03,1652,98,1554,944400
06037269905,"Census Tract 2699.05, Los Angeles County, California",Census Tract 2699.05,1289,12,1277,
06037269906,"Census Tract 2699.06, Los Angeles County, California",Census Tract 2699.06,1562,73,1489,745500
06037269907,"Census Tract 2699.07, Los Angeles County, California",Census Tract 2699.07,1280,78,1202,767900
06037269908,"Census Tract 2699.08, Los Angeles County, California",Census Tract 2699.08,1330,94,1236,
06037269909,"Census Tract 2699.09, Los Angeles County, California",Census Tract 2699.09,1245,35,1210,940200
06037270101,"Census Tract 2701.01, Los Angeles County, California",Census Tract 2701.01,1178,242,936,281600
06037270102,"Census Tract 2701.02, Los Angeles County, California",Census Tract 2701.02,1092,97,995,886700
06037270200,"Census Tract 2702, Los Angeles County, California",Census Tract 2702,1328,385,943,1094000
06037270300,"Census Tract 2703, Los Angeles County, California",Census Tract 2703,1094,711,383,1158900
06037271100,"Census Tract 2711, Los Angeles County, California",Census Tract 2711,872,524,348,1263600
06037271200,"Census Tract 2712, Los Angeles County, California",Census Tract 2712,1126,115,1011,834500
06037271300,"Census Tract 2713, Los Angeles County, California",Census Tract 2713,2014,1287,727,1168900
06037271400,"Census Tract 2714, Los Angeles County, California",Census Tract 2714,1360,1177,183,1492900
06037271500,"Census Tract 2715, Los Angeles County, California",Census Tract 2715,1256,680,576,1872500
06037271600,"Census Tract 2716, Los Angeles County, California",Census Tract 2716,2004,648,1356,1593100
06037271702,"Census Tract 2717.02, Los Angeles County, California",Census Tract 2717.02,1813,430,1383,1158700
06037271703,"Census Tract 2717.03, Los Angeles County, California",Census Tract 2717.03,1275,444,831,1334900
06037271704,"Census Tract 2717.04, Los Angeles County, California",Census Tract 2717.04,1254,257,997,1319900
06037271801,"Census Tract 2718.01, Los Angeles County, California",Census Tract 2718.01,1615,195,1420,1154300
06037271803,"Census Tract 2718.03, Los Angeles County, California",Census Tract 2718.03,1476,98,1378,661800
06037271804,"Census Tract 2718.04, Los Angeles County, California",Census Tract 2718.04,988,273,715,1222800
06037271901,"Census Tract 2719.01, Los Angeles County, California",Census Tract 2719.01,1435,476,959,1512000
06037271902,"Census Tract 2719.02, Los Angeles County, California",Census Tract 2719.02,1842,529,1313,1653500
06037272100,"Census Tract 2721, Los Angeles County, California",Census Tract 2721,1865,1136,729,1415600
06037272201,"Census Tract 2722.01, Los Angeles County, California",Census Tract 2722.01,1026,181,845,1132500
06037272202,"Census Tract 2722.02, Los Angeles County, California",Census Tract 2722.02,1625,317,1308,920500
06037272301,"Census Tract 2723.01, Los Angeles County, California",Census Tract 2723.01,1407,499,908,1279300
06037272302,"Census Tract 2723.02, Los Angeles County, California",Census Tract 2723.02,1772,200,1572,745900
06037273100,"Census Tract 2731, Los Angeles County, California",Census Tract 2731,1178,568,610,1662300
06037273200,"Census Tract 2732, Los Angeles County, California",Census Tract 2732,1387,545,842,1681400
06037273300,"Census Tract 2733, Los Angeles County, California",Census Tract 2733,1411,271,1140,1835200
06037273403,"Census Tract 2734.03, Los Angeles County, California",Census Tract 2734.03,822,271,551,2000001
06037273404,"Census Tract 2734.04, Los Angeles County, California",Census Tract 2734.04,1023,259,764,1603300
06037273502,"Census Tract 2735.02, Los Angeles County, California",Census Tract 2735.02,1692,362,1330,1845000
06037273600,"Census Tract 2736, Los Angeles County, California",Census Tract 2736,1119,645,474,2000001
06037273700,"Census Tract 2737, Los Angeles County, California",Census Tract 2737,1249,586,663,1843400
06037273800,"Census Tract 2738, Los Angeles County, California",Census Tract 2738,1477,512,965,1594500
06037273902,"Census Tract 2739.02, Los Angeles County, California",Census Tract 2739.02,2189,1044,1145,2000001
06037274100,"Census Tract 2741, Los Angeles County, California",Census Tract 2741,2156,898,1258,1389500
06037274202,"Census Tract 2742.02, Los Angeles County, California",Census Tract 2742.02,2276,1183,1093,1588200
06037275101,"Census Tract 2751.01, Los Angeles County, California",Census Tract 2751.01,433,166,267,996000
06037275102,"Census Tract 2751.02, Los Angeles County, California",Census Tract 2751.02,1322,391,931,1202700
06037275200,"Census Tract 2752, Los Angeles County, California",Census Tract 2752,1637,362,1275,936500
06037275311,"Census Tract 2753.11, Los Angeles County, California",Census Tract 2753.11,2530,1089,1441,1009100
06037275312,"Census Tract 2753.12, Los Angeles County, California",Census Tract 2753.12,1001,469,532,912100
06037275313,"Census Tract 2753.13, Los Angeles County, California",Census Tract 2753.13,1641,1139,502,1071500
06037275400,"Census Tract 2754, Los Angeles County, California",Census Tract 2754,2317,1016,1301,1087500
06037275500,"Census Tract 2755, Los Angeles County, California",Census Tract 2755,1714,540,1174,782300
