GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037573102,"Census Tract 5731.02, Los Angeles County, California",Census Tract 5731.02,1011,521,490,616400
06037573201,"Census Tract 5732.01, Los Angeles County, California",Census Tract 5732.01,1229,352,877,451500
06037573202,"Census Tract 5732.02, Los Angeles County, California",Census Tract 5732.02,1687,681,1006,491800
06037573300,"Census Tract 5733, Los Angeles County, California",Census Tract 5733,1072,338,734,471300
06037573401,"Census Tract 5734.01, Los Angeles County, California",Census Tract 5734.01,546,167,379,674400
06037573402,"Census Tract 5734.02, Los Angeles County, California",Census Tract 5734.02,2617,997,1620,521900
06037573403,"Census Tract 5734.03, Los Angeles County, California",Census Tract 5734.03,1417,1068,349,544900
06037573601,"Census Tract 5736.01, Los Angeles County, California",Census Tract 5736.01,2361,2093,268,664000
06037573700,"Census Tract 5737, Los Angeles County, California",Census Tract 5737,1722,1558,164,673100
06037573800,"Census Tract 5738, Los Angeles County, California",Census Tract 5738,1507,1380,127,694600
06037573902,"Census Tract 5739.02, Los Angeles County, California",Census Tract 5739.02,883,778,105,813300
06037574000,"Census Tract 5740, Los Angeles County, California",Census Tract 5740,1938,1757,181,780100
06037574100,"Census Tract 5741, Los Angeles County, California",Census Tract 5741,1850,1455,395,673200
06037574201,"Census Tract 5742.01, Los Angeles County, California",Census Tract 5742.01,1054,898,156,663500
06037574202,"Census Tract 5742.02, Los Angeles County, California",Census Tract 5742.02,765,377,388,638400
06037574300,"Census Tract 5743, Los Angeles County, California",Census Tract 5743,2192,1603,589,720800
06037574400,"Census Tract 5744, Los Angeles County, California",Census Tract 5744,2016,1717,299,692600
06037574500,"Census Tract 5745, Los Angeles County, California",Census Tract 5745,2266,1905,361,744400
06037574602,"Census Tract 5746.02, Los Angeles County, California",Census Tract 5746.02,562,492,70,916700
06037574800,"Census Tract 5748, Los Angeles County, California",Census Tract 5748,1541,889,652,969400
06037574901,"Census Tract 5749.01, Los Angeles County, California",Census Tract 5749.01,1392,996,396,711200
06037574902,"Census Tract 5749.02, Los Angeles County, California",Census Tract 5749.02,1827,304,1523,590900
06037575001,"Census Tract 5750.01, Los Angeles County, California",Census Tract 5750.01,1825,694,1131,626700
06037575002,"Census Tract 5750.02, Los Angeles County, California",Census Tract 5750.02,1928,707,1221,622600
06037575101,"Census Tract 5751.01, Los Angeles County, California",Census Tract 5751.01,1511,361,1150,446300
06037575102,"Census Tract 5751.02, Los Angeles County, California",Census Tract 5751.02,1338,173,1165,485600
06037575103,"Census Tract 5751.03, Los Angeles County, California",Census Tract 5751.03,2124,379,1745,412500
06037575201,"Census Tract 5752.01, Los Angeles County, California",Census Tract 5752.01,1246,233,1013,431500
06037575202,"Census Tract 5752.02, Los Angeles County, California",Census Tract 5752.02,1134,181,953,450600
06037575300,"Census Tract 5753, Los Angeles County, California",Census Tract 5753,1327,102,1225,509400
06037575401,"Census Tract 5754.01, Los Angeles County, California",Census Tract 5754.01,1271,29,1242,
06037575402,"Census Tract 5754.02, Los Angeles County, California",Census Tract 5754.02,1122,197,925,276300
06037575801,"Census Tract 5758.01, Los Angeles County, California",Census Tract 5758.01,756,23,733,406300
06037575802,"Census Tract 5758.02, Los Angeles County, California",Census Tract 5758.02,1664,330,1334,450000
06037575803,"Census Tract 5758.03, Los Angeles County, California",Census Tract 5758.03,1312,183,1129,333000
06037575901,"Census Tract 5759.01, Los Angeles County, California",Census Tract 5759.01,1520,549,971,341200
06037575902,"Census Tract 5759.02, Los Angeles County, California",Census Tract 5759.02,3035,509,2526,400300
06037576001,"Census Tract 5760.01, Los Angeles County, California",Census Tract 5760.01,3506,1056,2450,450800
06037576200,"Census Tract 5762, Los Angeles County, California",Census Tract 5762,3174,592,2582,541900
06037576301,"Census Tract 5763.01, Los Angeles County, California",Census Tract 5763.01,1949,159,1790,474400
06037576302,"Census Tract 5763.02, Los Angeles County, California",Census Tract 5763.02,1093,143,950,462500
06037576401,"Census Tract 5764.01, Los Angeles County, California",Census Tract 5764.01,1296,143,1153,432600
06037576402,"Census Tract 5764.02, Los Angeles County, California",Census Tract 5764.02,1352,282,1070,483800
06037576403,"Census Tract 5764.03, Los Angeles County, California",Census Tract 5764.03,1426,208,1218,416200
06037576501,"Census Tract 5765.01, Los Angeles County, California",Census Tract 5765.01,1432,144,1288,456300
06037576502,"Census Tract 5765.02, Los Angeles County, California",Census Tract 5765.02,2080,356,1724,405700
06037576503,"Census Tract 5765.03, Los Angeles County, California",Census Tract 5765.03,1774,240,1534,540300
06037576601,"Census Tract 5766.01, Los Angeles County, California",Census Tract 5766.01,2595,572,2023,656700
06037576602,"Census Tract 5766.02, Los Angeles County, California",Census Tract 5766.02,2779,424,2355,762200
06037576700,"Census Tract 5767, Los Angeles County, California",Census Tract 5767,2103,932,1171,667900
06037576801,"Census Tract 5768.01, Los Angeles County, California",Census Tract 5768.01,1840,407,1433,489600
06037576802,"Census Tract 5768.02, Los Angeles County, California",Census Tract 5768.02,1793,405,1388,708000
06037576901,"Census Tract 5769.01, Los Angeles County, California",Census Tract 5769.01,1809,236,1573,553200
06037576903,"Census Tract 5769.03, Los Angeles County, California",Census Tract 5769.03,1326,172,1154,427400
06037576904,"Census Tract 5769.04, Los Angeles County, California",Census Tract 5769.04,1248,310,938,671600
06037577000,"Census Tract 5770, Los Angeles County, California",Census Tract 5770,3278,622,2656,597200
06037577100,"Census Tract 5771, Los Angeles County, California",Census Tract 5771,3389,1034,2355,709200
06037577200,"Census Tract 5772, Los Angeles County, California",Census Tract 5772,3238,741,2497,779300
06037577300,"Census Tract 5773, Los Angeles County, California",Census Tract 5773,3730,995,2735,1005400
06037577400,"Census Tract 5774, Los Angeles County, California",Census Tract 5774,1588,507,1081,1067900
06037577501,"Census Tract 5775.01, Los Angeles County, California",Census Tract 5775.01,1738,1160,578,1215300
06037577504,"Census Tract 5775.04, Los Angeles County, California",Census Tract 5775.04,718,326,392,1760200
06037577602,"Census Tract 5776.02, Los Angeles County, California",Census Tract 5776.02,1577,1076,501,695500
06037577604,"Census Tract 5776.04, Los Angeles County, California",Census Tract 5776.04,808,696,112,650400
06037577605,"Census Tract 5776.05, Los Angeles County, California",Census Tract 5776.05,2075,1670,405,1117000
06037577606,"Census Tract 5776.06, Los Angeles County, California",Census Tract 5776.06,1579,699,880,924800
06037577700,"Census Tract 5777, Los Angeles County, California",Census Tract 5777,1218,739,479,503000
06037577800,"Census Tract 5778, Los Angeles County, California",Census Tract 5778,1309,1032,277,535500
06037577900,"Census Tract 5779, Los Angeles County, California",Census Tract 5779,2505,1049,1456,459900
06037578000,"Census Tract 5780, Los Angeles County, California",Census Tract 5780,1649,418,1231,446600
06037578100,"Census Tract 5781, Los Angeles County, California",Census Tract 5781,0,0,0,
06037599000,"Census Tract 5990, Los Angeles County, California",Census Tract 5990,1489,490,999,884600
06037599100,"Census Tract 5991, Los Angeles County, California",Census Tract 5991,54,13,41,
06037600100,"Census Tract 6001, Los Angeles County, California",Census Tract 6001,2217,435,1782,533100
06037600201,"Census Tract 6002.01, Los Angeles County, California",Census Tract 6002.01,1340,241,1099,631300
06037600202,"Census Tract 6002.02, Los Angeles County, California",Census Tract 6002.02,2196,569,1627,438700
06037600302,"Census Tract 6003.02, Los Angeles County, California",Census Tract 6003.02,960,690,270,508200
06037600303,"Census Tract 6003.03, Los Angeles County, California",Census Tract 6003.03,1279,152,1127,423700
06037600304,"Census Tract 6003.04, Los Angeles County, California",Census Tract 6003.04,1069,167,902,419800
06037600400,"Census Tract 6004, Los Angeles County, California",Census Tract 6004,1475,756,719,593000
06037600501,"Census Tract 6005.01, Los Angeles County, California",Census Tract 6005.01,842,592,250,633300
06037600601,"Census Tract 6006.01, Los Angeles County, California",Census Tract 6006.01,877,498,379,638400
06037600602,"Census Tract 6006.02, Los Angeles County, California",Census Tract 6006.02,669,43,626,532900
06037600702,"Census Tract 6007.02, Los Angeles County, California",Census Tract 6007.02,1537,1039,498,675600
06037600703,"Census Tract 6007.03, Los Angeles County, California",Census Tract 6007.03,778,663,115,548300
06037600704,"Census Tract 6007.04, Los Angeles County, California",Census Tract 6007.04,1176,500,676,688100
06037600801,"Census Tract 6008.01, Los Angeles County, California",Census Tract 6008.01,1186,891,295,650800
06037600802,"Census Tract 6008.02, Los Angeles County, California",Census Tract 6008.02,1203,498,705,647600
06037600902,"Census Tract 6009.02, Los Angeles County, California",Census Tract 6009.02,2277,467,1810,614900
06037600911,"Census Tract 6009.11, Los Angeles County, California",Census Tract 6009.11,1064,518,546,622100
06037600912,"Census Tract 6009.12, Los Angeles County, California",Census Tract 6009.12,1424,808,616,572400
06037601001,"Census Tract 6010.01, Los Angeles County, California",Census Tract 6010.01,1063,189,874,753900
06037601002,"Census Tract 6010.02, Los Angeles County, California",Census Tract 6010.02,1974,469,1505,461300
06037601100,"Census Tract 6011, Los Angeles County, California",Census Tract 6011,1975,232,1743,508800
06037601202,"Census Tract 6012.02, Los Angeles County, California",Census Tract 6012.02,1054,520,534,579000
06037601211,"Census Tract 6012.11, Los Angeles County, California",Census Tract 6012.11,1064,196,868,576700
06037601212,"Census Tract 6012.12, Los Angeles County, California",Census Tract 6012.12,1989,451,1538,464800
06037601301,"Census Tract 6013.01, Los Angeles County, California",Census Tract 6013.01,712,459,253,761100
06037601302,"Census Tract 6013.02, Los Angeles County, California",Census Tract 6013.02,2729,630,2099,464100
06037601303,"Census Tract 6013.03, Los Angeles County, California",Census Tract 6013.03,2164,328,1836,472800
06037601401,"Census Tract 6014.01, Los Angeles County, California",Census Tract 6014.01,1717,429,1288,495500
06037601402,"Census Tract 6014.02, Los Angeles County, California",Census Tract 6014.02,1366,734,632,586100
06037601501,"Census Tract 6015.01, Los Angeles County, California",Census Tract 6015.01,1018,153,865,489100
06037601502,"Census Tract 6015.02, Los Angeles County, California",Census Tract 6015.02,926,318,608,583700
06037601600,"Census Tract 6016, Los Angeles County, California",Census Tract 6016,1230,449,781,563000
06037601700,"Census Tract 6017, Los Angeles County, California",Census Tract 6017,1304,225,1079,474800
06037601801,"Census Tract 6018.01, Los Angeles County, California",Census Tract 6018.01,862,272,590,623100
06037601802,"Census Tract 6018.02, Los Angeles County, California",Census Tract 6018.02,974,313,661,578700
06037601900,"Census Tract 6019, Los Angeles County, California",Census Tract 6019,1346,290,1056,607700
06037602002,"Census Tract 6020.02, Los Angeles County, California",Census Tract 6020.02,826,250,576,598800
06037602003,"Census Tract 6020.03, Los Angeles County, California",Census Tract 6020.03,1209,415,794,539600
06037602103,"Census Tract 6021.03, Los Angeles County, California",Census Tract 6021.03,1768,367,1401,587000
06037602104,"Census Tract 6021.04, Los Angeles County, California",Census Tract 6021.04,1813,404,1409,574400
06037602105,"Census Tract 6021.05, Los Angeles County, California",Census Tract 6021.05,1362,211,1151,576000
06037602106,"Census Tract 6021.06, Los Angeles County, California",Census Tract 6021.06,2242,336,1906,583300
06037602201,"Census Tract 6022.01, Los Angeles County, California",Census Tract 6022.01,1601,874,727,857400
06037602202,"Census Tract 6022.02, Los Angeles County, California",Census Tract 6022.02,940,382,558,634600
06037602301,"Census Tract 6023.01, Los Angeles County, California",Census Tract 6023.01,1901,1364,537,696300
06037602302,"Census Tract 6023.02, Los Angeles County, California",Census Tract 6023.02,1745,1421,324,898400
06037602402,"Census Tract 6024.02, Los Angeles County, California",Census Tract 6024.02,1957,892,1065,665600
06037602403,"Census Tract 6024.03, Los Angeles County, California",Census Tract 6024.03,1531,318,1213,580500
06037602404,"Census Tract 6024.04, Los Angeles County, California",Census Tract 6024.04,1836,420,1416,708100
06037602504,"Census Tract 6025.04, Los Angeles County, California",Census Tract 6025.04,1850,189,1661,618000
06037602505,"Census Tract 6025.05, Los Angeles County, California",Census Tract 6025.05,1596,90,1506,574200
06037602506,"Census Tract 6025.06, Los Angeles County, California",Census Tract 6025.06,1717,208,1509,496200
06037602507,"Census Tract 6025.07, Los Angeles County, California",Census Tract 6025.07,1902,199,1703,451200
06037602510,"Census Tract 6025.10, Los Angeles County, California",Census Tract 6025.10,1108,120,988,480000
06037602511,"Census Tract 6025.11, Los Angeles County, California",Census Tract 6025.11,1524,105,1419,711700
06037602512,"Census Tract 6025.12, Los Angeles County, California",Census Tract 6025.12,547,304,243,590300
06037602513,"Census Tract 6025.13, Los Angeles County, California",Census Tract 6025.13,472,79,393,635900
06037602601,"Census Tract 6026.01, Los Angeles County, California",Census Tract 6026.01,1655,1033,622,558100
06037602602,"Census Tract 6026.02, Los Angeles County, California",Census Tract 6026.02,1168,553,615,578000
06037602700,"Census Tract 6027, Los Angeles County, California",Census Tract 6027,1252,1069,183,613200
06037602801,"Census Tract 6028.01, Los Angeles County, California",Census Tract 6028.01,1294,439,855,446400
06037602802,"Census Tract 6028.02, Los Angeles County, California",Census Tract 6028.02,1295,1127,168,537000
06037602900,"Census Tract 6029, Los Angeles County, California",Census Tract 6029,1374,641,733,443800
06037603004,"Census Tract 6030.04, Los Angeles County, California",Census Tract 6030.04,645,143,502,369000
06037603005,"Census Tract 6030.05, Los Angeles County, California",Census Tract 6030.05,2004,600,1404,433900
06037603006,"Census Tract 6030.06, Los Angeles County, California",Census Tract 6030.06,817,420,397,576200
06037603007,"Census Tract 6030.07, Los Angeles County, California",Census Tract 6030.07,1188,479,709,609600
06037603008,"Census Tract 6030.08, Los Angeles County, California",Census Tract 6030.08,1195,380,815,516400
06037603101,"Census Tract 6031.01, Los Angeles County, California",Census Tract 6031.01,1548,519,1029,561800
06037603102,"Census Tract 6031.02, Los Angeles County, California",Census Tract 6031.02,1243,280,963,521200
06037603200,"Census Tract 6032, Los Angeles County, California",Census Tract 6032,1229,862,367,575800
06037603301,"Census Tract 6033.01, Los Angeles County, California",Census Tract 6033.01,1382,497,885,643500
06037603302,"Census Tract 6033.02, Los Angeles County, California",Census Tract 6033.02,1605,937,668,602300
06037603400,"Census Tract 6034, Los Angeles County, California",Census Tract 6034,1447,931,516,576200
06037603500,"Census Tract 6035, Los Angeles County, California",Census Tract 6035,889,722,167,580900
06037603600,"Census Tract 6036, Los Angeles County, California",Census Tract 6036,1417,1044,373,601200
06037603702,"Census Tract 6037.02, Los Angeles County, California",Census Tract 6037.02,1667,1457,210,630900
06037603703,"Census Tract 6037.03, Los Angeles County, California",Census Tract 6037.03,845,769,76,632200
06037603705,"Census Tract 6037.05, Los Angeles County, California",Census Tract 6037.05,944,351,593,351800
06037603706,"Census Tract 6037.06, Los Angeles County, California",Census Tract 6037.06,1048,13,1035,
06037603801,"Census Tract 6038.01, Los Angeles County, California",Census Tract 6038.01,1542,567,975,654800
06037603802,"Census Tract 6038.02, Los Angeles County, California",Census Tract 6038.02,1166,541,625,588000
06037603901,"Census Tract 6039.01, Los Angeles County, California",Census Tract 6039.01,1260,636,624,502900
06037603902,"Census Tract 6039.02, Los Angeles County, California",Census Tract 6039.02,1128,558,570,565600
06037604001,"Census Tract 6040.01, Los Angeles County, California",Census Tract 6040.01,1200,419,781,543700
06037604002,"Census Tract 6040.02, Los Angeles County, California",Census Tract 6040.02,1431,422,1009,634600
06037604101,"Census Tract 6041.01, Los Angeles County, California",Census Tract 6041.01,1167,287,880,633500
06037604102,"Census Tract 6041.02, Los Angeles County, California",Census Tract 6041.02,832,347,485,608100
06037604200,"Census Tract 6042, Los Angeles County, California",Census Tract 6042,1648,797,851,584300
06037609900,"Census Tract 6099, Los Angeles County, California",Census Tract 6099,634,327,307,650700
06037620001,"Census Tract 6200.01, Los Angeles County, California",Census Tract 6200.01,1630,785,845,1401100
06037620002,"Census Tract 6200.02, Los Angeles County, California",Census Tract 6200.02,1515,550,965,1127400
06037620101,"Census Tract 6201.01, Los Angeles County, California",Census Tract 6201.01,2163,1138,1025,1133700
06037620102,"Census Tract 6201.02, Los Angeles County, California",Census Tract 6201.02,1762,496,1266,1532100
06037620201,"Census Tract 6202.01, Los Angeles County, California",Census Tract 6202.01,924,286,638,1762200
06037620301,"Census Tract 6203.01, Los Angeles County, California",Census Tract 6203.01,1515,1289,226,2000001
06037620303,"Census Tract 6203.03, Los Angeles County, California",Census Tract 6203.03,1810,1228,582,2000001
06037620305,"Census Tract 6203.05, Los Angeles County, California",Census Tract 6203.05,2432,1353,1079,2000001
06037620400,"Census Tract 6204, Los Angeles County, California",Census Tract 6204,1933,1464,469,1584800
06037620501,"Census Tract 6205.01, Los Angeles County, California",Census Tract 6205.01,2193,1298,895,1083800
06037620521,"Census Tract 6205.21, Los Angeles County, California",Census Tract 6205.21,1795,802,993,916400
06037620522,"Census Tract 6205.22, Los Angeles County, California",Census Tract 6205.22,1859,1010,849,1004400
06037620601,"Census Tract 6206.01, Los Angeles County, California",Census Tract 6206.01,2233,996,1237,872100
06037620602,"Census Tract 6206.02, Los Angeles County, California",Census Tract 6206.02,1992,1594,398,877500
06037620701,"Census Tract 6207.01, Los Angeles County, California",Census Tract 6207.01,2948,1668,1280,1036000
06037620703,"Census Tract 6207.03, Los Angeles County, California",Census Tract 6207.03,1282,1038,244,1140500
06037620704,"Census Tract 6207.04, Los Angeles County, California",Census Tract 6207.04,1181,838,343,1053600
06037620801,"Census Tract 6208.01, Los Angeles County, California",Census Tract 6208.01,1331,1147,184,1915500
06037620802,"Census Tract 6208.02, Los Angeles County, California",Census Tract 6208.02,1308,740,568,2000001
06037620901,"Census Tract 6209.01, Los Angeles County, California",Census Tract 6209.01,1083,907,176,2000001
06037620904,"Census Tract 6209.04, Los Angeles County, California",Census Tract 6209.04,1086,682,404,2000001
06037621001,"Census Tract 6210.01, Los Angeles County, California",Census Tract 6210.01,2018,1097,921,1565600
06037621005,"Census Tract 6210.05, Los Angeles County, California",Census Tract 6210.05,2460,1330,1130,2000001
06037621102,"Census Tract 6211.02, Los Angeles County, California",Census Tract 6211.02,1231,826,405,1239100
06037621104,"Census Tract 6211.04, Los Angeles County, California",Census Tract 6211.04,3217,1282,1935,1693000
06037621201,"Census Tract 6212.01, Los Angeles County, California",Census Tract 6212.01,2940,1619,1321,981200
06037621204,"Census Tract 6212.04, Los Angeles County, California",Census Tract 6212.04,1808,577,1231,888000
06037621301,"Census Tract 6213.01, Los Angeles County, California",Census Tract 6213.01,2873,1848,1025,1138200
06037621324,"Census Tract 6213.24, Los Angeles County, California",Census Tract 6213.24,1995,690,1305,977200
06037621326,"Census Tract 6213.26, Los Angeles County, California",Census Tract 6213.26,1788,401,1387,1904400
06037621400,"Census Tract 6214, Los Angeles County, California",Census Tract 6214,1889,858,1031,1237100
06037650001,"Census Tract 6500.01, Los Angeles County, California",Census Tract 6500.01,2199,1465,734,714100
06037650003,"Census Tract 6500.03, Los Angeles County, California",Census Tract 6500.03,1156,404,752,781400
06037650004,"Census Tract 6500.04, Los Angeles County, California",Census Tract 6500.04,1547,725,822,677000
06037650101,"Census Tract 6501.01, Los Angeles County, California",Census Tract 6501.01,2140,1562,578,771900
06037650102,"Census Tract 6501.02, Los Angeles County, California",Census Tract 6501.02,725,516,209,687900
06037650200,"Census Tract 6502, Los Angeles County, California",Census Tract 6502,1835,1418,417,690500
06037650300,"Census Tract 6503, Los Angeles County, California",Census Tract 6503,2520,1153,1367,683500
06037650401,"Census Tract 6504.01, Los Angeles County, California",Census Tract 6504.01,1488,1255,233,859200
06037650501,"Census Tract 6505.01, Los Angeles County, California",Census Tract 6505.01,981,834,147,922500
06037650502,"Census Tract 6505.02, Los Angeles County, California",Census Tract 6505.02,1555,1171,384,941500
06037650603,"Census Tract 6506.03, Los Angeles County, California",Census Tract 6506.03,1516,1014,502,1051500
06037650604,"Census Tract 6506.04, Los Angeles County, California",Census Tract 6506.04,2645,181,2464,694600
06037650605,"Census Tract 6506.05, Los Angeles County, California",Census Tract 6506.05,1023,305,718,846100
06037650606,"Census Tract 6506.06, Los Angeles County, California",Census Tract 6506.06,1772,170,1602,760000
06037650607,"Census Tract 6506.07, Los Angeles County, California",Census Tract 6506.07,1089,361,728,854200
06037650701,"Census Tract 6507.01, Los Angeles County, California",Census Tract 6507.01,963,809,154,859200
06037650702,"Census Tract 6507.02, Los Angeles County, California",Census Tract 6507.02,1625,1350,275,884100
06037650801,"Census Tract 6508.01, Los Angeles County, California",Census Tract 6508.01,1639,1079,560,692100
06037650802,"Census Tract 6508.02, Los Angeles County, California",Census Tract 6508.02,1317,821,496,585100
06037650901,"Census Tract 6509.01, Los Angeles County, California",Census Tract 6509.01,2261,989,1272,721900
06037650903,"Census Tract 6509.03, Los Angeles County, California",Census Tract 6509.03,1771,690,1081,695100
06037650904,"Census Tract 6509.04, Los Angeles County, California",Census Tract 6509.04,962,558,404,709900
06037651001,"Census Tract 6510.01, Los Angeles County, California",Census Tract 6510.01,1885,1505,380,815300
06037651002,"Census Tract 6510.02, Los Angeles County, California",Census Tract 6510.02,1759,1000,759,870300
06037651101,"Census Tract 6511.01, Los Angeles County, California",Census Tract 6511.01,1764,970,794,938900
06037651102,"Census Tract 6511.02, Los Angeles County, California",Census Tract 6511.02,1720,971,749,702900
06037651201,"Census Tract 6512.01, Los Angeles County, California",Census Tract 6512.01,1725,1463,262,994100
06037651221,"Census Tract 6512.21, Los Angeles County, California",Census Tract 6512.21,1466,494,972,917600
06037651222,"Census Tract 6512.22, Los Angeles County, California",Census Tract 6512.22,2414,719,1695,899700
06037651302,"Census Tract 6513.02, Los Angeles County, California",Census Tract 6513.02,2234,1622,612,1304200
06037651304,"Census Tract 6513.04, Los Angeles County, California",Census Tract 6513.04,2470,1208,1262,1341300
06037651401,"Census Tract 6514.01, Los Angeles County, California",Census Tract 6514.01,1232,695,537,849000
06037651402,"Census Tract 6514.02, Los Angeles County, California",Census Tract 6514.02,2187,1182,1005,912400
06037670001,"Census Tract 6700.01, Los Angeles County, California",Census Tract 6700.01,1295,808,487,656900
06037670002,"Census Tract 6700.02, Los Angeles County, California",Census Tract 6700.02,1420,525,895,659400
06037670003,"Census Tract 6700.03, Los Angeles County, California",Census Tract 6700.03,2363,1132,1231,640300
06037670101,"Census Tract 6701.01, Los Angeles County, California",Census Tract 6701.01,1211,571,640,694700
06037670102,"Census Tract 6701.02, Los Angeles County, California",Census Tract 6701.02,1572,414,1158,474200
06037670201,"Census Tract 6702.01, Los Angeles County, California",Census Tract 6702.01,1372,1185,187,1607500
06037670202,"Census Tract 6702.02, Los Angeles County, California",Census Tract 6702.02,783,744,39,1516400
06037670324,"Census Tract 6703.24, Los Angeles County, California",Census Tract 6703.24,2077,1795,282,1762600
06037670326,"Census Tract 6703.26, Los Angeles County, California",Census Tract 6703.26,1257,1188,69,2000001
06037670328,"Census Tract 6703.28, Los Angeles County, California",Census Tract 6703.28,1575,1356,219,2000001
06037670405,"Census Tract 6704.05, Los Angeles County, California",Census Tract 6704.05,1056,824,232,1127200
06037670406,"Census Tract 6704.06, Los Angeles County, California",Census Tract 6704.06,591,544,47,1730400
06037670407,"Census Tract 6704.07, Los Angeles County, California",Census Tract 6704.07,2364,1282,1082,939500
06037670413,"Census Tract 6704.13, Los Angeles County, California",Census Tract 6704.13,1616,1260,356,1270700
06037670416,"Census Tract 6704.16, Los Angeles County, California",Census Tract 6704.16,1594,902,692,1775800
06037670417,"Census Tract 6704.17, Los Angeles County, California",Census Tract 6704.17,1030,920,110,1211200
06037670418,"Census Tract 6704.18, Los Angeles County, California",Census Tract 6704.18,1500,1371,129,1244200
06037670500,"Census Tract 6705, Los Angeles County, California",Census Tract 6705,546,511,35,2000001
06037670603,"Census Tract 6706.03, Los Angeles County, California",Census Tract 6706.03,612,545,67,2000001
06037670604,"Census Tract 6706.04, Los Angeles County, California",Census Tract 6706.04,2141,1821,320,1326000
06037670701,"Census Tract 6707.01, Los Angeles County, California",Census Tract 6707.01,2206,1977,229,896700
06037670702,"Census Tract 6707.02, Los Angeles County, California",Census Tract 6707.02,2039,1901,138,1497600
06037700101,"Census Tract 7001.01, Los Angeles County, California",Census Tract 7001.01,3484,156,3328,1537200
06037700102,"Census Tract 7001.02, Los Angeles County, California",Census Tract 7001.02,2832,96,2736,1166700
06037700200,"Census Tract 7002, Los Angeles County, California",Census Tract 7002,4319,424,3895,845500
06037700300,"Census Tract 7003, Los Angeles County, California",Census Tract 7003,3965,1299,2666,683000
06037700400,"Census Tract 7004, Los Angeles County, California",Census Tract 7004,2973,654,2319,1355600
06037700501,"Census Tract 7005.01, Los Angeles County, California",Census Tract 7005.01,2523,989,1534,959100
06037700502,"Census Tract 7005.02, Los Angeles County, California",Census Tract 7005.02,2888,950,1938,658400
06037700600,"Census Tract 7006, Los Angeles County, California",Census Tract 7006,1751,1568,183,2000001
06037700700,"Census Tract 7007, Los Angeles County, California",Census Tract 7007,1167,1035,132,2000001
06037700801,"Census Tract 7008.01, Los Angeles County, California",Census Tract 7008.01,2202,873,1329,1342200
06037700802,"Census Tract 7008.02, Los Angeles County, California",Census Tract 7008.02,2036,556,1480,1625000
06037700901,"Census Tract 7009.01, Los Angeles County, California",Census Tract 7009.01,1448,617,831,2000001
06037700902,"Census Tract 7009.02, Los Angeles County, California",Census Tract 7009.02,3256,617,2639,2000001
06037701000,"Census Tract 7010, Los Angeles County, California",Census Tract 7010,2541,738,1803,2000001
06037701201,"Census Tract 7012.01, Los Angeles County, California",Census Tract 7012.01,1492,1252,240,2000001
06037701202,"Census Tract 7012.02, Los Angeles County, California",Census Tract 7012.02,1761,735,1026,1578400
06037701302,"Census Tract 7013.02, Los Angeles County, California",Census Tract 7013.02,2851,633,2218,909700
06037701304,"Census Tract 7013.04, Los Angeles County, California",Census Tract 7013.04,2927,1679,1248,2000001
06037701402,"Census Tract 7014.02, Los Angeles County, California",Census Tract 7014.02,3712,452,3260,1719400
06037701501,"Census Tract 7015.01, Los Angeles County, California",Census Tract 7015.01,2649,477,2172,1129000
06037701502,"Census Tract 7015.02, Los Angeles County, California",Census Tract 7015.02,1952,291,1661,900200
06037701601,"Census Tract 7016.01, Los Angeles County, California",Census Tract 7016.01,1781,996,785,2000001
06037701602,"Census Tract 7016.02, Los Angeles County, California",Census Tract 7016.02,1948,641,1307,960600
06037701701,"Census Tract 7017.01, Los Angeles County, California",Census Tract 7017.01,1804,448,1356,834400
06037701702,"Census Tract 7017.02, Los Angeles County, California",Census Tract 7017.02,1701,160,1541,1004000
06037701801,"Census Tract 7018.01, Los Angeles County, California",Census Tract 7018.01,2843,551,2292,819300
06037701802,"Census Tract 7018.02, Los Angeles County, California",Census Tract 7018.02,2080,382,1698,1097700
06037701902,"Census Tract 7019.02, Los Angeles County, California",Census Tract 7019.02,3153,100,3053,2000001
06037702002,"Census Tract 7020.02, Los Angeles County, California",Census Tract 7020.02,3453,662,2791,1050300
06037702102,"Census Tract 7021.02, Los Angeles County, California",Census Tract 7021.02,3739,755,2984,1371800
06037702201,"Census Tract 7022.01, Los Angeles County, California",Census Tract 7022.01,2104,804,1300,1156000
06037702202,"Census Tract 7022.02, Los Angeles County, California",Census Tract 7022.02,1793,883,910,1678300
06037702300,"Census Tract 7023, Los Angeles County, California",Census Tract 7023,2917,1415,1502,1666200
06037702400,"Census Tract 7024, Los Angeles County, California",Census Tract 7024,2103,686,1417,1211100
06037702501,"Census Tract 7025.01, Los Angeles County, California",Census Tract 7025.01,2275,1166,1109,1392600
06037702502,"Census Tract 7025.02, Los Angeles County, California",Census Tract 7025.02,2272,1567,705,564300
06037702600,"Census Tract 7026, Los Angeles County, California",Census Tract 7026,2686,2161,525,1059700
06037702700,"Census Tract 7027, Los Angeles County, California",Census Tract 7027,1335,1034,301,1199700
06037702801,"Census Tract 7028.01, Los Angeles County, California",Census Tract 7028.01,2027,936,1091,1090700
06037702802,"Census Tract 7028.02, Los Angeles County, California",Census Tract 7028.02,1048,357,691,1112300
06037702803,"Census Tract 7028.03, Los Angeles County, California",Census Tract 7028.03,1195,355,840,1239000
