"FIPS","Name of Area","Qualifying Name","Nation","State","County","Census Tract","Total Population","Not Hispanic or Latino","Not Hispanic or Latino: White Alone","Not Hispanic or Latino: Black or African American Alone","Not Hispanic or Latino: American Indian and Alaska Native Alone","Not Hispanic or Latino: Asian Alone","Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Not Hispanic or Latino: Some Other Race Alone","Not Hispanic or Latino: Two or More Races","Hispanic or Latino","Hispanic or Latino: White Alone","Hispanic or Latino: Black or African American Alone","Hispanic or Latino: American Indian and Alaska Native Alone","Hispanic or Latino: Asian Alone","Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Hispanic or Latino: Some Other Race Alone","Hispanic or Latino: Two or More Races","Total Population","Housing Units","Housing Units","Housing Units: Occupied","Housing Units: Vacant","Average Commute to Work (in Min)","Owner-Occupied Housing Units: Median Value [Dollars adjusted for inflation to match value in 2021]","Occupied Housing Units","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T013_014,SE_T013_015,SE_T013_016,SE_T013_017,SE_T001_001,SE_T155_001,SE_T157_001,SE_T157_002,SE_T157_003,SE_T198_001,SE_T163_001,SE_T156_001,SE_T156_002,SE_T156_003
"06037553504","Census Tract 5535.04","Census Tract 5535.04, Los Angeles County, California","00","06","037","553504",5544.03,1412.316,354.8475,675.4823,6.615479,247.8803,23.76683,15.19115,88.5328,4131.714,1323.854,46.22114,38.33676,6.603021,1.320293,2513.835,201.544,5544.03003703139,1391.85036308469,1391.85036308469,1342.30045641432,49.549906670365,28,195844.349371673,1342.30045641432,647.927601239317,694.372855175006
"06037553601","Census Tract 5536.01","Census Tract 5536.01, Los Angeles County, California","00","06","037","553601",5072.473,1649.179,402.7502,972.4468,14.06219,115.5883,54.02154,15.09019,75.21939,3423.295,1274.522,36.15932,44.44847,3.062304,6.029268,1901.067,158.006,5072.47345896646,1290.12929539376,1290.12929539376,1219.79397670556,70.3353186881999,26,237303.832355927,1219.79397670556,480.548886117496,739.245090588065
"06037553602","Census Tract 5536.02","Census Tract 5536.02, Los Angeles County, California","00","06","037","553602",4561.261,1659.257,321.5839,1120.7,8.717636,134.639,25.18428,1.937252,46.49406,2902.004,1050.959,43.58818,23.24703,3.874505,0.9686262,1630.198,149.1684,4561.26070612612,1304.73947146993,1304.73947146993,1238.87289087605,65.866580593879,29,219963.795979368,1238.87289087605,413.603381082152,825.269509793896
"06037553701","Census Tract 5537.01","Census Tract 5537.01, Los Angeles County, California","00","06","037","553701",4051.686,411.3831,257.4631,100.0842,5.99796,10.98237,6.025734,10.9222,19.90756,3640.303,1399.289,10.00354,28.8883,3.97781,3.982439,2049.704,144.4577,4051.68588763689,906.970870313669,906.970870313669,879.091485958265,27.8793843554042,27,218875.081903982,879.091485958265,395.661484151477,483.430001806789
"06037553702","Census Tract 5537.02","Census Tract 5537.02, Los Angeles County, California","00","06","037","553702",5036.262,635.0157,192.3988,259.1901,10.96573,106.6667,12.9595,4.984424,47.85047,4401.247,1547.165,19.9377,57.81932,1.99377,3.987539,2576.947,193.3957,5036.2623305105,1137.44562927801,1137.44562927801,1078.62942233024,58.8162069477671,33,190878.634957603,1078.62942233024,604.112227294015,474.517195036223
"06037553801","Census Tract 5538.01","Census Tract 5538.01, Los Angeles County, California","00","06","037","553801",4343,1236,176,899,19,37,54,2,49,3107,1123,7,32,0,0,1735,210,4343,1056,1056,1010,46,30,252633.423615766,1010,243,767
"06037553802","Census Tract 5538.02","Census Tract 5538.02, Los Angeles County, California","00","06","037","553802",6170,2259,943,930,28,194,63,8,93,3911,1393,23,72,8,0,2193,222,6170,1946,1946,1863,83,25,144687.488967242,1863,865,998
"06037553901","Census Tract 5539.01","Census Tract 5539.01, Los Angeles County, California","00","06","037","553901",7052.345,1929.928,869.0608,432.0587,22.73993,429.0926,61.29894,6.920849,108.7562,5122.417,1651.117,27.68339,59.32156,9.886927,2.966078,3138.11,233.3315,7052.34471244551,1709.44960154469,1709.44960154469,1648.15065689705,61.2989446476408,24,260401.926685205,1648.15065689705,872.02692224547,776.123734651581
"06037553902","Census Tract 5539.02","Census Tract 5539.02, Los Angeles County, California","00","06","037","553902",5883.086,2012.603,849.4043,711.5182,17.98555,255.8344,93.90811,8.992043,74.96026,3870.483,1410.676,66.93686,43.9667,13.98713,10.98906,2165.048,158.8794,5883.08550695274,1740.57343252565,1740.57343252565,1681.61560146002,58.9578310656279,25,209784.918133832,1681.61560146002,628.482394136054,1053.13320732397
"06037554001","Census Tract 5540.01","Census Tract 5540.01, Los Angeles County, California","00","06","037","554001",3880,2226,1484,227,4,377,19,2,113,1654,660,15,17,4,1,827,130,3880,1227,1227,1194,33,24,288656.723028568,1194,787,407
"06037554002","Census Tract 5540.02","Census Tract 5540.02, Los Angeles County, California","00","06","037","554002",5366.464,2934.084,1555.342,605.1529,13.16594,605.1313,32.44733,14.0505,108.7936,2432.381,751.0489,8.202018,26.4329,6.072149,3.021645,1502.9,134.7027,5366.46404300944,1794.47460120052,1794.47460120052,1722.02727599842,72.4473252021009,28,276779.118801465,1722.02727599842,629.363561746016,1092.66371425241
"06037554101","Census Tract 5541.01","Census Tract 5541.01, Los Angeles County, California","00","06","037","554101",3845,1464,794,311,5,232,35,9,78,2381,772,17,28,0,0,1421,143,3845,1169,1169,1112,57,26,248429.559897606,1112,326,786
"06037554103","Census Tract 5541.03","Census Tract 5541.03, Los Angeles County, California","00","06","037","554103",1383,700.8378,326.991,181.7543,3.835182,139.5673,12.33928,3.835182,32.51567,682.1622,237.4478,7.33687,9.671329,2.000965,0.5002411,386.3529,38.85206,1383,444.380877742947,444.380877742947,428.539908367495,15.8409693754521,30,239518.093383446,428.539908367495,92.0443694236798,336.495538943815
"06037554104","Census Tract 5541.04","Census Tract 5541.04, Los Angeles County, California","00","06","037","554104",2337,1184.279,552.5509,307.1293,6.480709,235.8415,20.85098,6.480709,54.94514,1152.721,401.2404,12.39788,16.34266,3.381239,0.8453099,652.861,65.6524,2337,750.916927899686,750.916927899686,724.14878225223,26.768145647456,30,239518.093383447,724.14878225223,155.537014709428,568.611767542801
"06037554105","Census Tract 5541.05","Census Tract 5541.05, Los Angeles County, California","00","06","037","554105",4574,2317.883,1081.458,601.1165,12.68411,461.5913,40.80974,12.68411,107.5392,2256.117,785.3118,24.26525,31.98601,6.617796,1.654449,1277.786,128.4955,4574,1469.70219435737,1469.70219435737,1417.31130938028,52.3908849770919,30,239518.093383447,1417.31130938028,304.418615866892,1112.89269351338
"06037554201","Census Tract 5542.01","Census Tract 5542.01, Los Angeles County, California","00","06","037","554201",3763,2220,1285,360,22,407,25,10,111,1543,528,9,14,2,2,891,97,3763,1165,1165,1134,31,27,279455.30092482,1134,663,471
"06037554203","Census Tract 5542.03","Census Tract 5542.03, Los Angeles County, California","00","06","037","554203",3461,1834.504,1031.098,457.6196,25.9452,231.2701,23.26121,9.841282,55.46904,1626.496,582.8723,21.02456,13.41993,5.815303,0.894662,905.8453,96.6235,3461,1318.28447718754,1318.28447718754,1261.92077032441,56.3637068631252,25,266199.346982604,1261.92077032441,264.819956055318,997.100814269096
"06037554204","Census Tract 5542.04","Census Tract 5542.04, Los Angeles County, California","00","06","037","554204",4276,2266.496,1273.902,565.3804,32.0548,285.7299,28.73879,12.15872,68.53096,2009.504,720.1277,25.97544,16.58007,7.184697,1.105338,1119.155,119.3765,4276,1628.71552281246,1628.71552281246,1559.07922967559,69.6362931368748,25,266199.346982604,1559.07922967559,327.180043944682,1231.8991857309
"06037554301","Census Tract 5543.01","Census Tract 5543.01, Los Angeles County, California","00","06","037","554301",3183.963,1604.549,666.3613,588.3936,10.78154,226.5186,26.1386,4.038965,82.31594,1579.415,497.7806,22.85777,30.07419,5.39027,2.691462,912.3597,108.2607,3183.96330796773,990.414762779246,990.414762779246,945.64819349307,44.7665692861753,29,217153.633707628,945.64819349307,354.111296358618,591.536897134452
"06037554302","Census Tract 5543.02","Census Tract 5543.02, Los Angeles County, California","00","06","037","554302",3933.142,1991.837,826.8317,731.8766,13.32704,280.4231,32.20701,4.99764,102.174,1941.305,611.3779,28.31996,37.20465,6.66352,3.33176,1120.582,133.8257,3933.14242962458,1226.08760194989,1226.08760194989,1170.55827215144,55.5293297984552,29,216685.939998301,1170.55827215144,437.015825513842,733.542446637593
"06037554403","Census Tract 5544.03","Census Tract 5544.03, Los Angeles County, California","00","06","037","554403",5259,2972,1365,990,25,411,43,14,124,2287,973,29,18,15,3,1129,120,5259,1781,1781,1688,93,29,181579.49383897,1688,460,1228
"06037554404","Census Tract 5544.04","Census Tract 5544.04, Los Angeles County, California","00","06","037","554404",4047.256,2505.208,1207.425,742.7251,22.8378,372.3555,12.90832,22.8378,124.1185,1542.048,539.1707,22.8378,22.8378,0.9929479,0,866.8436,89.36532,4047.25582276084,1382.18353907828,1382.18353907828,1329.55729800706,52.6262410712278,25,251265.773850324,1329.55729800706,283.983112195682,1045.57418581137
"06037554405","Census Tract 5544.05","Census Tract 5544.05, Los Angeles County, California","00","06","037","554405",2931.102,2213.124,1293.744,369.7509,9.608911,404.7273,26.13624,7.687129,101.4701,717.9778,267.8964,8.071485,15.75861,5.38099,2.690495,352.4548,65.72495,2931.10211185342,1101.56551961342,1101.56551961342,1085.80690610883,15.7586135045883,28,326664.284512981,1085.80690610883,405.496030422943,680.310875685885
"06037554406","Census Tract 5544.06","Census Tract 5544.06, Los Angeles County, California","00","06","037","554406",4556.996,3442.466,2010.429,573.8705,14.9125,633.0666,40.52152,11.93567,157.7298,1114.531,416.2324,12.52343,24.42382,8.370216,4.167091,546.7957,102.018,4556.99645669347,1711.62548928915,1711.62548928915,1687.16950730988,24.4559819792792,28,327077.513190408,1687.16950730988,632.666627284404,1054.50288002547
"06037554511","Census Tract 5545.11","Census Tract 5545.11, Los Angeles County, California","00","06","037","554511",4312.945,3892.925,733.2905,203.5255,5.986045,2831.399,1.995348,8.979067,107.7488,420.0208,176.5883,1.995348,17.95813,6.983719,0,148.6535,67.84184,4312.94541029485,1229.13456985502,1229.13456985502,1220.15550238043,8.97906747459026,29,418487.355733612,1220.15550238043,994.681141351832,225.4743610286
"06037554512","Census Tract 5545.12","Census Tract 5545.12, Los Angeles County, California","00","06","037","554512",6389,5890,1181,417,9,4113,3,9,158,499,278,8,8,10,3,164,28,6389,1873,1873,1856,17,30,476241.475224926,1856,1655,201
"06037554513","Census Tract 5545.13","Census Tract 5545.13, Los Angeles County, California","00","06","037","554513",2527.851,2385.189,375.2203,159.2732,4.885681,1776.434,1.954272,1.954272,65.46812,142.6619,78.17089,0.9771362,1.954272,4.885681,0,39.08545,17.58845,2527.85126148438,812.977290125629,812.977290125629,804.183064631482,8.79422549414743,30,386869.731828935,804.183064631482,662.498320559106,141.684744072375
"06037554514","Census Tract 5545.14","Census Tract 5545.14, Los Angeles County, California","00","06","037","554514",4546.822,3937.392,1031.609,382.1023,12.02941,2349.508,10.03323,5.003535,147.1062,609.4303,303.1312,9.010848,1.048546,9.005242,0.01308111,240.9168,46.30461,4546.82191564422,1467.40381587678,1467.40381587678,1443.37115117567,24.032664701116,30,401782.818473224,1443.37115117567,1144.00204521733,299.369105958333
"06037554515","Census Tract 5545.15","Census Tract 5545.15, Los Angeles County, California","00","06","037","554515",3679.402,3247.531,785.3464,266.4076,5.048228,2042.32,12.04512,17.02956,119.3345,431.8703,228.3566,0.01711311,1.051339,15.02956,1.018669,130.2073,56.1898,3679.40166060207,1065.24060111189,1065.24060111189,1056.14258965243,9.09801145945709,26,444979.498803602,1056.14258965243,916.594630887992,139.547958764441
"06037554516","Census Tract 5545.16","Census Tract 5545.16, Los Angeles County, California","00","06","037","554516",4523.561,4078.731,927.7963,286.5812,7.04911,2715.19,6.047949,9.012864,127.0535,444.83,249.1944,3.015537,0.07954937,6.023843,0.02892704,146.34,40.1477,4523.56080747422,1310.2270763035,1310.2270763035,1291.14474317749,19.0823331260143,30,452371.213383347,1291.14474317749,1135.30979928409,155.834943893397
"06037554517","Census Tract 5545.17","Census Tract 5545.17, Los Angeles County, California","00","06","037","554517",4924,4499,757,215,9,3416,7,3,92,425,219,0,7,11,2,153,33,4924,1497,1497,1469,28,28,418823.169569316,1469,967,502
"06037554518","Census Tract 5545.18","Census Tract 5545.18, Los Angeles County, California","00","06","037","554518",5329.076,4816.067,1092.028,364.0037,6.000364,3200.033,15.00004,12.00006,127.0018,513.0089,323.0055,4.000043,11.00009,8.000064,0,136.0026,31.00062,5329.07579964496,1585.02475308756,1585.02475308756,1572.02458193397,13.0001711535873,31,425016.778014341,1572.02458193397,1362.01953290315,210.005049030825
"06037554519","Census Tract 5545.19","Census Tract 5545.19, Los Angeles County, California","00","06","037","554519",3703.635,3481.454,927.8266,187.4818,2.177694,2226.298,5.244539,7.102503,125.322,222.1816,127.0787,3.147653,0.09097697,5.140832,0.0134711,56.13508,30.57493,3703.63516098174,1226.18903532289,1226.18903532289,1166.91710178474,59.2719335381422,31,550780.603819041,1166.91710178474,1076.46497003279,90.4521317519551
"06037554521","Census Tract 5545.21","Census Tract 5545.21, Los Angeles County, California","00","06","037","554521",6034.126,5094.709,1829.556,555.435,8.96413,2468.816,13.89687,14.75875,203.2826,939.4174,485.668,8.856217,7.107776,14.74597,0.06390716,344.8557,78.11982,6034.12595544902,1945.99716212387,1945.99716212387,1927.94335234111,18.0538097827558,28,423425.961650408,1927.94335234111,1528.85329163471,399.090060706404
"06037554522","Census Tract 5545.22","Census Tract 5545.22, Los Angeles County, California","00","06","037","554522",5573.696,4809.681,1450.381,347.2755,5.873111,2790.124,14.5374,13.19403,188.2954,764.015,365.4925,6.323282,12.43106,11.35214,1.098288,307.3194,59.99831,5573.69562683356,1609.97749042926,1609.97749042926,1596.98218694009,12.9953034891696,29,394935.450499945,1596.98218694009,1404.62184255757,192.360344382525
"06037554600","Census Tract 5546","Census Tract 5546, Los Angeles County, California","00","06","037","554600",4090.763,2728.549,1056.63,150.2601,6.163262,1402.018,5.271634,11.26802,96.93853,1362.214,655.5782,2.179574,17.07668,10.2721,0,616.7005,60.40725,4090.76346803328,1317.05572268363,1317.05572268363,1266.88416790751,50.1715547761262,31,279934.080894151,1266.88416790751,835.252942407425,431.63122550008
"06037554700","Census Tract 5547","Census Tract 5547, Los Angeles County, California","00","06","037","554700",4848.885,1033.803,283.475,111.324,21.07129,549.9207,10.02852,9.028516,48.95527,3815.082,1412.141,10.01426,37.02852,4.071289,3,2201.57,147.2566,4848.88492203193,1024.86248748766,1024.86248748766,997.734167310507,27.1283201771501,27,230454.203899319,997.734167310507,745.666786678643,252.067380631863
"06037554801","Census Tract 5548.01","Census Tract 5548.01, Los Angeles County, California","00","06","037","554801",3739.642,829.4797,347.6385,63.02855,15.95334,323.0172,17.94881,1.999496,59.89392,2910.162,1143.574,5.984787,25.92058,2.996501,6.977901,1561.195,163.5136,3739.64217965678,781.327281403124,781.327281403124,763.376406086613,17.9508753165112,22,219907.191979176,763.376406086613,559.85841304103,203.517993045582
"06037554802","Census Tract 5548.02","Census Tract 5548.02, Los Angeles County, California","00","06","037","554802",5945,4437,1964,225,15,2003,23,12,195,1508,754,15,6,8,0,650,75,5945,1732,1732,1685,47,26,315663.714853008,1685,937,748
"06037554900","Census Tract 5549","Census Tract 5549, Los Angeles County, California","00","06","037","554900",6674.714,4840.601,2143.228,262.7247,30.77335,2141.474,28.83697,18.93921,214.6242,1834.113,867.064,10.94736,32.77238,18.91598,11.89661,771.1341,121.3823,6674.71366850744,2078.35131566164,2078.35131566164,2015.78318880387,62.5681268577727,26,295842.379640856,2015.78318880387,1028.21540182381,987.567786980055
"06037555001","Census Tract 5550.01","Census Tract 5550.01, Los Angeles County, California","00","06","037","555001",5487.697,3280.259,1366.619,467.9316,30.42911,1169.772,64.72572,2.970776,177.8104,2207.438,722.0995,15.71553,17.74282,13.71748,3.914268,1327.949,106.2991,5487.69688190328,1548.85666694256,1548.85666694256,1510.62824902362,38.2284179189384,29,287424.093790444,1510.62824902362,953.392101809233,557.236147214391
"06037555002","Census Tract 5550.02","Census Tract 5550.02, Los Angeles County, California","00","06","037","555002",3476.557,2347.198,1256.611,362.8663,15.90647,564.6795,23.8597,5.964925,117.3102,1129.359,485.1472,9.941541,21.87139,2.982462,0,505.0303,104.3862,3476.55700075442,1128.36494019339,1128.36494019339,1117.42924473777,10.9356954556187,27,278728.69665554,1117.42924473777,544.796464516278,572.632780221489
"06037555102","Census Tract 5551.02","Census Tract 5551.02, Los Angeles County, California","00","06","037","555102",6625,3767,977,780,11,1750,44,9,196,2858,1175,14,13,19,0,1447,190,6625,1943,1943,1877,66,32,229515.370079737,1877,750,1127
"06037555103","Census Tract 5551.03","Census Tract 5551.03, Los Angeles County, California","00","06","037","555103",4868.949,3784.442,1455.456,744.7473,19.14046,1383.759,42.95702,10.98018,127.4024,1084.507,449.4156,32.88518,14.05313,22.95568,2.014369,497.7356,65.44722,4868.94923073794,1508.43475109409,1508.43475109409,1461.22756637141,47.2071847226756,34,313578.447399682,1461.22756637141,719.826682283485,741.400884087925
"06037555104","Census Tract 5551.04","Census Tract 5551.04, Los Angeles County, California","00","06","037","555104",4226.711,2569.108,1121.123,309.1062,11.91262,941.6429,38.63866,14.85718,131.828,1657.603,605.4752,8.917015,5.956832,4.959338,14.85614,929.2114,88.22684,4226.71081815488,1333.72441483745,1333.72441483745,1295.05032843269,38.6740864047543,25,241426.022404467,1295.05032843269,679.626252952374,615.424075480318
"06037555202","Census Tract 5552.02","Census Tract 5552.02, Los Angeles County, California","00","06","037","555202",3381.512,2886.366,2337.351,182.9688,2.286246,262.9241,14.34316,5.018847,81.47388,495.1462,285.9001,10.10445,4.672626,3.083071,0.05006718,159.3286,32.00729,3381.51185459418,1173.44245964034,1173.44245964034,1163.17111950908,10.2713401312651,45,455802.768759619,1163.17111950908,1075.97714660015,87.1939729089248
"06037555211","Census Tract 5552.11","Census Tract 5552.11, Los Angeles County, California","00","06","037","555211",6323.787,803.2409,374.8458,59.49933,34.70794,200.3144,45.61615,3.966622,84.29071,5520.546,1864.312,15.86649,81.31575,10.90821,5.949933,3293.288,248.9055,6323.78693114059,1287.1687998464,1287.1687998464,1251.46920293232,35.6995969140758,26,202955.467945172,1251.46920293232,605.901492069453,645.56771086287
"06037555212","Census Tract 5552.12","Census Tract 5552.12, Los Angeles County, California","00","06","037","555212",4443.639,1193.359,659.3792,204.1513,19.87113,255.0375,9.973345,5.974125,38.97277,3250.28,1406.258,12.94152,32.78939,3.981781,3.973063,1680.989,109.3464,4443.639021271,1184.38158382192,1184.38158382192,1150.58148918308,33.8000946388429,25,145293.752144418,1150.58148918308,576.235634323747,574.345854859329
"06037570001","Census Tract 5700.01","Census Tract 5700.01, Los Angeles County, California","00","06","037","570001",4592.395,3780.828,2771.524,205.0882,14.45778,611.2784,27.2614,2.378593,148.8393,811.5669,342.8439,7.390934,12.76549,5.260174,2.130759,360.0206,81.15508,4592.39487987616,1557.6139519381,1557.6139519381,1539.85518315098,17.7587687871183,27,313006.19169048,1539.85518315098,1077.68855187455,462.166631276434
"06037570002","Census Tract 5700.02","Census Tract 5700.02, Los Angeles County, California","00","06","037","570002",2582.744,1978.792,1620.575,88.27494,16.1622,168.6445,3.091677,3.162197,78.88151,603.9518,268.8293,3.162197,2.162197,11.00705,2,241.1564,75.63468,2582.74417723916,922.816460921715,922.816460921715,898.442701992943,24.3737589287722,27,296975.483945683,898.442701992943,726.016887804318,172.425814188625
"06037570003","Census Tract 5700.03","Census Tract 5700.03, Los Angeles County, California","00","06","037","570003",4273.044,3323.154,2461.44,265.6486,14.03373,444.5171,15.23068,6.018907,116.2652,949.8902,430.6455,4.012605,14.01643,8.011366,1.999381,417.0686,74.13629,4273.04439603442,1430.17078124685,1430.17078124685,1405.07815979892,25.0926214479279,23,315005.10399913,1405.07815979892,1163.5921294575,241.486030341422
"06037570100","Census Tract 5701","Census Tract 5701, Los Angeles County, California","00","06","037","570100",2697.956,2068.846,922.5601,498.3514,10.96627,476.4829,67.76932,5.981093,86.73483,629.1098,224.3545,3.987395,5.98357,3.988634,0.0006191185,344.9314,45.86371,2697.95560396558,752.829218753147,752.829218753147,723.921840201075,28.9073785520721,27,278151.005867559,723.921840201075,562.407870542497,161.513969658578
"06037570202","Census Tract 5702.02","Census Tract 5702.02, Los Angeles County, California","00","06","037","570202",6205,2882.153,907.2951,1185.012,16.97409,478.0734,111.0016,20.9082,162.8882,3322.847,1145.849,52.91494,42.02994,11.98171,4.988108,1900.207,164.8766,6205,1639.92615328591,1639.92615328591,1598.64696852593,41.2791847599828,25,232864.217423275,1598.64696852593,915.346005119077,683.300963406851
"06037570203","Census Tract 5702.03","Census Tract 5702.03, Los Angeles County, California","00","06","037","570203",4052,1863,327,986,8,259,193,6,84,2189,786,25,32,6,3,1245,92,4052,1247,1247,1170,77,26,223115.738476594,1170,235,935
"06037570204","Census Tract 5702.04","Census Tract 5702.04, Los Angeles County, California","00","06","037","570204",3984,2008,713,783,16,301,113,5,77,1976,714,23,29,0,2,1128,80,3984,1052,1052,984,68,33,256783.529378845,984,448,536
"06037570301","Census Tract 5703.01","Census Tract 5703.01, Los Angeles County, California","00","06","037","570301",6779.129,3242.547,1065.093,1375.576,16.97701,432.5486,150.679,7.03139,194.6429,3536.582,1052.849,51.93258,63.84923,11.98377,3.997508,2157.321,194.6487,6779.12915360501,2203.35585120736,2203.35585120736,2082.75298585501,120.602865352349,29,210710.458665978,2082.75298585501,856.015944954297,1226.73704090072
"06037570303","Census Tract 5703.03","Census Tract 5703.03, Los Angeles County, California","00","06","037","570303",3867,1988,587,817,11,203,258,5,107,1879,742,22,18,1,5,1006,85,3867,1262,1262,1144,118,27,197284.561569465,1144,532,612
"06037570304","Census Tract 5703.04","Census Tract 5703.04, Los Angeles County, California","00","06","037","570304",4824,2320,645,1068,10,352,154,9,82,2504,752,23,27,2,4,1544,152,4824,1447,1447,1354,93,25,210480.405308817,1354,398,956
"06037570402","Census Tract 5704.02","Census Tract 5704.02, Los Angeles County, California","00","06","037","570402",3410,2161,309,1514,9,182,68,7,72,1249,463,36,13,4,1,677,55,3410,974,974,940,34,24,229652.857941112,940,740,200
"06037570403","Census Tract 5704.03","Census Tract 5704.03, Los Angeles County, California","00","06","037","570403",4758.714,1754.975,210.9206,1161.508,12.13516,164.1135,131.7531,5.200781,69.34374,3003.74,831.5471,46.22916,33.51614,6.934374,5.200781,1943.936,136.376,4758.71436903796,1201.95821343035,1201.95821343035,1128.56941866802,73.3887947623341,26,207869.60446801,1128.56941866802,525.278853850092,603.290564817927
"06037570404","Census Tract 5704.04","Census Tract 5704.04, Los Angeles County, California","00","06","037","570404",3465.905,1278.188,153.3808,846.716,8.835685,119.2547,95.77166,3.791489,50.43796,2187.717,605.4056,33.62353,24.41743,5.062882,3.784816,1416.131,99.29151,3465.9050541579,875.264742428895,875.264742428895,821.856196777432,53.4085456514626,26,207875.175556391,821.856196777432,382.882995315908,438.973201461524
"06037570501","Census Tract 5705.01","Census Tract 5705.01, Los Angeles County, California","00","06","037","570501",7282,4088,1466,1423,15,791,193,12,188,3194,1005,25,46,7,0,1919,192,7282,2128,2128,2049,79,29,236821.979468236,2049,1201,848
"06037570502","Census Tract 5705.02","Census Tract 5705.02, Los Angeles County, California","00","06","037","570502",6338,3458,1126,1060,30,817,184,20,221,2880,945,28,21,15,2,1700,169,6338,1833,1833,1771,62,28,228067.936784364,1771,957,814
"06037570601","Census Tract 5706.01","Census Tract 5706.01, Los Angeles County, California","00","06","037","570601",5158.794,2840.887,834.9667,1219.951,30.99876,551.978,44.99821,7.999681,149.994,2317.908,750.9701,22.99908,27.99888,6.999721,0,1392.944,115.9954,5158.79441294283,1650.93420735968,1650.93420735968,1560.93779387551,89.9964134841741,32,224865.960902634,1560.93779387551,614.975492141857,945.962301733653
"06037570602","Census Tract 5706.02","Census Tract 5706.02, Los Angeles County, California","00","06","037","570602",6382,4063,1024,871,24,1681,170,12,281,2319,705,27,39,6,9,1330,203,6382,1841,1841,1785,56,26,245548.129566958,1785,784,1001
"06037570603","Census Tract 5706.03","Census Tract 5706.03, Los Angeles County, California","00","06","037","570603",4870.119,4076.583,684.9016,2733.486,30.17808,340.272,96.85474,5.147613,185.7429,793.5362,306.3688,40.38186,12.15751,5.260237,4.012077,371.6632,53.69247,4870.11915712905,1829.71342708045,1829.71342708045,1729.21388281083,100.49954426962,31,50894.7448781394,1729.21388281083,345.792584118703,1383.42129869213
"06037570701","Census Tract 5707.01","Census Tract 5707.01, Los Angeles County, California","00","06","037","570701",6638.043,5182.722,2716.598,1110.796,13.86019,1001.894,61.38086,10.89015,267.3037,1455.32,671.2294,34.65048,13.86019,16.83024,0,604.8985,113.8516,6638.04277635849,2562.15580987558,2562.15580987558,2534.43542244261,27.7203874329661,29,323472.725827715,2534.43542244261,1292.95807098049,1241.47735146212
"06037570702","Census Tract 5707.02","Census Tract 5707.02, Los Angeles County, California","00","06","037","570702",2282.871,1789.866,1284.981,149.4855,2.96991,242.5427,18.80943,2.96991,88.10734,493.0051,221.7533,1.97994,0.9899701,7.919761,0.9899701,212.8436,46.5286,2282.87109449419,815.735378084654,815.735378084654,802.865766537202,12.8696115474521,25,302710.567580076,802.865766537202,680.10947177689,122.756294760312
"06037570800","Census Tract 5708","Census Tract 5708, Los Angeles County, California","00","06","037","570800",5464,4353,3457,181,22,478,23,7,185,1111,540,4,15,11,4,404,133,5464,1903,1903,1871,32,27,311720.656328445,1871,1508,363
"06037570901","Census Tract 5709.01","Census Tract 5709.01, Los Angeles County, California","00","06","037","570901",5617.861,4712.197,3851.081,153.4312,16.82738,466.914,13.87135,15.85092,194.2214,905.6642,484.5083,0.01844538,5.946912,7.94083,0,332.9307,74.31898,5617.86120945475,1897.53306343013,1897.53306343013,1885.63104183472,11.9020215954119,27,329186.049274518,1885.63104183472,1641.57401556137,244.057026273344
"06037570902","Census Tract 5709.02","Census Tract 5709.02, Los Angeles County, California","00","06","037","570902",3446,2723,2235,151,6,219,2,12,98,723,408,0,11,8,5,231,60,3446,1288,1288,1266,22,26,322393.866923611,1266,971,295
"06037571000","Census Tract 5710","Census Tract 5710, Los Angeles County, California","00","06","037","571000",5528.332,4598.894,4041.034,121.231,15.76989,252.3182,21.6836,8.870562,137.9865,929.4378,516.4639,7.884944,18.72674,5.913708,1.971236,275.9731,102.5043,5528.3315811093,1990.94843890904,1990.94843890904,1960.39427969806,30.5541592109803,25,321821.953926971,1960.39427969806,1674.56504836953,285.829231328525
"06037571101","Census Tract 5711.01","Census Tract 5711.01, Los Angeles County, California","00","06","037","571101",4420.481,3671.214,3141.389,102.8019,17.79264,249.0969,10.87328,11.86176,137.3987,749.2677,380.5647,3.953919,8.896318,10.87328,2.965439,270.8435,71.17054,4420.48147070886,1579.59065075867,1579.59065075867,1559.82105563027,19.7695951283938,27,321445.520724586,1559.82105563027,1309.73567725609,250.085378374182
"06037571102","Census Tract 5711.02","Census Tract 5711.02, Los Angeles County, California","00","06","037","571102",3626.207,3026.698,2600.142,93.27864,8.744873,180.7274,11.65983,11.65983,120.4849,599.5096,311.9005,2.914958,8.744873,8.744873,0,181.699,85.50542,3626.20731622658,1322.41912041382,1322.41912041382,1300.07111176612,22.3480086476986,26,327579.135540301,1300.07111176612,1123.23034768433,176.840764081789
