FIPS,Qualifying Name,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Average Commute to Work (In Min),Median Household Income (In 2021 Inflation Adjusted Dollars)
6037571102,"Census Tract 5711.02, Los Angeles County, California",3525,3525,2048,196,9,538,0,304,430,58.1,5.56,0.26,15.26,0,8.62,12.2,32,137552
6037571201,"Census Tract 5712.01, Los Angeles County, California",3919,3919,2845,66,0,383,0,418,207,72.6,1.68,0,9.77,0,10.67,5.28,31,113500
6037571202,"Census Tract 5712.02, Los Angeles County, California",3999,3999,2391,409,52,535,15,111,486,59.79,10.23,1.3,13.38,0.38,2.78,12.15,31,80240
6037571300,"Census Tract 5713, Los Angeles County, California",4391,4391,2725,346,0,633,0,320,367,62.06,7.88,0,14.42,0,7.29,8.36,31,111033
6037571400,"Census Tract 5714, Los Angeles County, California",4876,4876,2275,508,9,913,0,768,403,46.66,10.42,0.18,18.72,0,15.75,8.26,32,107700
6037571502,"Census Tract 5715.02, Los Angeles County, California",5051,5051,1601,905,86,1353,15,646,445,31.7,17.92,1.7,26.79,0.3,12.79,8.81,31,66899
6037571504,"Census Tract 5715.04, Los Angeles County, California",5145,5145,2286,430,0,898,0,1184,347,44.43,8.36,0,17.45,0,23.01,6.74,29,72580
6037571505,"Census Tract 5715.05, Los Angeles County, California",3149,3149,799,456,0,543,0,629,722,25.37,14.48,0,17.24,0,19.97,22.93,34,83466
6037571600,"Census Tract 5716, Los Angeles County, California",2299,2299,386,1267,0,63,0,485,98,16.79,55.11,0,2.74,0,21.1,4.26,28,23393
6037571701,"Census Tract 5717.01, Los Angeles County, California",6800,6800,2628,699,33,612,0,2031,797,38.65,10.28,0.49,9,0,29.87,11.72,31,70657
6037571703,"Census Tract 5717.03, Los Angeles County, California",3388,3388,717,567,126,344,0,1501,133,21.16,16.74,3.72,10.15,0,44.3,3.93,25,43388
6037571704,"Census Tract 5717.04, Los Angeles County, California",3896,3896,768,605,137,269,0,1524,593,19.71,15.53,3.52,6.9,0,39.12,15.22,26,54148
6037571800,"Census Tract 5718, Los Angeles County, California",3305,3305,1859,357,0,444,0,273,372,56.25,10.8,0,13.43,0,8.26,11.26,31,114167
6037571900,"Census Tract 5719, Los Angeles County, California",5676,5676,3193,589,0,700,0,683,511,56.25,10.38,0,12.33,0,12.03,9,28,85395
6037572001,"Census Tract 5720.01, Los Angeles County, California",6267,6267,3630,566,0,605,0,778,688,57.92,9.03,0,9.65,0,12.41,10.98,35,100071
6037572201,"Census Tract 5722.01, Los Angeles County, California",5553,5553,1922,839,32,1082,5,620,1053,34.61,15.11,0.58,19.48,0.09,11.17,18.96,24,74625
6037572202,"Census Tract 5722.02, Los Angeles County, California",3375,3375,1661,494,12,919,5,99,185,49.21,14.64,0.36,27.23,0.15,2.93,5.48,35,103990
6037572301,"Census Tract 5723.01, Los Angeles County, California",3805,3805,1621,83,16,784,32,1131,138,42.6,2.18,0.42,20.6,0.84,29.72,3.63,28,60363
6037572500,"Census Tract 5725, Los Angeles County, California",3681,3681,1311,589,0,1067,0,476,238,35.62,16,0,28.99,0,12.93,6.47,33,50703
6037572600,"Census Tract 5726, Los Angeles County, California",4923,4923,1762,487,63,1324,119,606,562,35.79,9.89,1.28,26.89,2.42,12.31,11.42,30,72188
6037572700,"Census Tract 5727, Los Angeles County, California",5361,5361,1474,159,7,2430,217,812,262,27.49,2.97,0.13,45.33,4.05,15.15,4.89,29,79115
6037573002,"Census Tract 5730.02, Los Angeles County, California",3464,3464,1619,805,23,375,0,547,95,46.74,23.24,0.66,10.83,0,15.79,2.74,33,52681
6037573003,"Census Tract 5730.03, Los Angeles County, California",1813,1813,900,191,0,358,0,268,96,49.64,10.54,0,19.75,0,14.78,5.3,27,82891
6037573004,"Census Tract 5730.04, Los Angeles County, California",4977,4977,2545,1029,81,430,219,298,375,51.14,20.68,1.63,8.64,4.4,5.99,7.53,31,50192
6037573101,"Census Tract 5731.01, Los Angeles County, California",4583,4583,1617,1305,14,441,0,428,778,35.28,28.47,0.31,9.62,0,9.34,16.98,40,53611
6037573102,"Census Tract 5731.02, Los Angeles County, California",2795,2795,1728,424,0,246,0,364,33,61.82,15.17,0,8.8,0,13.02,1.18,33,80762
6037573201,"Census Tract 5732.01, Los Angeles County, California",4422,4422,2457,298,62,652,0,795,158,55.56,6.74,1.4,14.74,0,17.98,3.57,32,46317
6037573202,"Census Tract 5732.02, Los Angeles County, California",6685,6685,2200,672,117,1856,0,1485,355,32.91,10.05,1.75,27.76,0,22.21,5.31,33,60650
6037573300,"Census Tract 5733, Los Angeles County, California",4203,4203,1385,761,0,1306,0,599,152,32.95,18.11,0,31.07,0,14.25,3.62,28,47692
6037573401,"Census Tract 5734.01, Los Angeles County, California",1561,1561,594,239,7,335,0,197,189,38.05,15.31,0.45,21.46,0,12.62,12.11,28,68056
6037573402,"Census Tract 5734.02, Los Angeles County, California",7045,7045,3608,432,0,1402,92,938,573,51.21,6.13,0,19.9,1.31,13.31,8.13,32,71472
6037573403,"Census Tract 5734.03, Los Angeles County, California",3174,3174,1299,569,26,901,7,237,135,40.93,17.93,0.82,28.39,0.22,7.47,4.25,31,106673
6037573601,"Census Tract 5736.01, Los Angeles County, California",6335,6335,4704,182,36,674,0,164,575,74.25,2.87,0.57,10.64,0,2.59,9.08,30,113011
6037573700,"Census Tract 5737, Los Angeles County, California",5177,5177,3488,72,22,764,21,183,627,67.37,1.39,0.42,14.76,0.41,3.53,12.11,30,130658
6037573800,"Census Tract 5738, Los Angeles County, California",4359,4359,2815,56,33,381,60,304,710,64.58,1.28,0.76,8.74,1.38,6.97,16.29,29,125625
6037573902,"Census Tract 5739.02, Los Angeles County, California",2012,2012,1364,78,0,278,0,100,192,67.79,3.88,0,13.82,0,4.97,9.54,26,154750
6037574000,"Census Tract 5740, Los Angeles County, California",5182,5182,3662,366,0,531,0,270,353,70.67,7.06,0,10.25,0,5.21,6.81,29,131250
6037574100,"Census Tract 5741, Los Angeles County, California",5227,5227,3449,300,98,718,2,219,441,65.98,5.74,1.87,13.74,0.04,4.19,8.44,28,118214
6037574201,"Census Tract 5742.01, Los Angeles County, California",3089,3089,1837,337,7,429,0,37,442,59.47,10.91,0.23,13.89,0,1.2,14.31,33,125139
6037574202,"Census Tract 5742.02, Los Angeles County, California",2376,2376,1689,108,16,270,0,121,172,71.09,4.55,0.67,11.36,0,5.09,7.24,32,93594
6037574300,"Census Tract 5743, Los Angeles County, California",6182,6182,5282,42,47,338,0,191,282,85.44,0.68,0.76,5.47,0,3.09,4.56,28,106944
6037574400,"Census Tract 5744, Los Angeles County, California",5790,5790,4519,279,0,582,42,33,335,78.05,4.82,0,10.05,0.73,0.57,5.79,30,126316
6037574500,"Census Tract 5745, Los Angeles County, California",6793,6793,4769,497,179,467,18,445,418,70.2,7.32,2.64,6.87,0.26,6.55,6.15,30,127292
6037574602,"Census Tract 5746.02, Los Angeles County, California",1311,1311,864,74,0,280,0,0,93,65.9,5.64,0,21.36,0,0,7.09,32,104375
6037574800,"Census Tract 5748, Los Angeles County, California",3130,3130,2098,313,16,225,0,68,410,67.03,10,0.51,7.19,0,2.17,13.1,30,69950
6037574901,"Census Tract 5749.01, Los Angeles County, California",3849,3849,2794,35,48,333,0,357,282,72.59,0.91,1.25,8.65,0,9.28,7.33,25,136333
6037574902,"Census Tract 5749.02, Los Angeles County, California",5642,5642,2832,886,8,1179,32,247,458,50.19,15.7,0.14,20.9,0.57,4.38,8.12,28,68547
6037575001,"Census Tract 5750.01, Los Angeles County, California",4295,4295,2075,704,0,927,0,241,348,48.31,16.39,0,21.58,0,5.61,8.1,31,94066
6037575002,"Census Tract 5750.02, Los Angeles County, California",4497,4497,2507,505,8,790,0,536,151,55.75,11.23,0.18,17.57,0,11.92,3.36,31,70625
6037575101,"Census Tract 5751.01, Los Angeles County, California",4210,4210,1944,638,74,757,0,506,291,46.18,15.15,1.76,17.98,0,12.02,6.91,35,49250
6037575102,"Census Tract 5751.02, Los Angeles County, California",4336,4336,2091,360,20,772,0,793,300,48.22,8.3,0.46,17.8,0,18.29,6.92,25,40345
6037575103,"Census Tract 5751.03, Los Angeles County, California",5239,5239,2400,736,82,727,0,841,453,45.81,14.05,1.57,13.88,0,16.05,8.65,27,54621
6037575201,"Census Tract 5752.01, Los Angeles County, California",4986,4986,895,634,109,1531,0,1356,461,17.95,12.72,2.19,30.71,0,27.2,9.25,29,51346
6037575202,"Census Tract 5752.02, Los Angeles County, California",3851,3851,1677,196,90,742,24,992,130,43.55,5.09,2.34,19.27,0.62,25.76,3.38,32,50086
6037575300,"Census Tract 5753, Los Angeles County, California",4379,4379,1628,496,43,699,0,1310,203,37.18,11.33,0.98,15.96,0,29.92,4.64,32,43147
6037575401,"Census Tract 5754.01, Los Angeles County, California",4714,4714,1829,928,29,123,0,1554,251,38.8,19.69,0.62,2.61,0,32.97,5.32,38,37583
6037575402,"Census Tract 5754.02, Los Angeles County, California",3878,3878,1930,287,118,123,0,1043,377,49.77,7.4,3.04,3.17,0,26.9,9.72,27,51300
6037575801,"Census Tract 5758.01, Los Angeles County, California",2270,2270,1142,168,62,106,0,541,251,50.31,7.4,2.73,4.67,0,23.83,11.06,27,39350
6037575802,"Census Tract 5758.02, Los Angeles County, California",5171,5171,1949,299,108,221,53,2025,516,37.69,5.78,2.09,4.27,1.02,39.16,9.98,25,46747
6037575803,"Census Tract 5758.03, Los Angeles County, California",3175,3175,1643,252,11,273,0,838,158,51.75,7.94,0.35,8.6,0,26.39,4.98,34,26413
6037575901,"Census Tract 5759.01, Los Angeles County, California",3675,3675,1241,912,8,403,0,668,443,33.77,24.82,0.22,10.97,0,18.18,12.05,28,55367
6037575902,"Census Tract 5759.02, Los Angeles County, California",4953,4953,2627,1023,0,327,0,766,210,53.04,20.65,0,6.6,0,15.47,4.24,26,55855
6037576001,"Census Tract 5760.01, Los Angeles County, California",5173,5173,3188,351,60,835,104,243,392,61.63,6.79,1.16,16.14,2.01,4.7,7.58,33,88742
6037576200,"Census Tract 5762, Los Angeles County, California",5049,5049,1808,1296,118,313,0,799,715,35.81,25.67,2.34,6.2,0,15.82,14.16,39,48654
6037576301,"Census Tract 5763.01, Los Angeles County, California",4669,4669,1591,1022,20,403,60,592,981,34.08,21.89,0.43,8.63,1.29,12.68,21.01,33,51489
6037576302,"Census Tract 5763.02, Los Angeles County, California",3318,3318,1418,344,0,606,0,658,292,42.74,10.37,0,18.26,0,19.83,8.8,33,37076
6037576401,"Census Tract 5764.01, Los Angeles County, California",4578,4578,1301,479,85,326,0,1716,671,28.42,10.46,1.86,7.12,0,37.48,14.66,33,50650
6037576402,"Census Tract 5764.02, Los Angeles County, California",4760,4760,1928,546,8,646,12,1365,255,40.5,11.47,0.17,13.57,0.25,28.68,5.36,34,49828
6037576403,"Census Tract 5764.03, Los Angeles County, California",5303,5303,1934,651,0,715,20,1840,143,36.47,12.28,0,13.48,0.38,34.7,2.7,29,47292
6037576501,"Census Tract 5765.01, Los Angeles County, California",3186,3186,1558,349,0,307,19,580,373,48.9,10.95,0,9.64,0.6,18.2,11.71,27,39909
6037576502,"Census Tract 5765.02, Los Angeles County, California",5111,5111,2406,1017,53,398,0,925,312,47.07,19.9,1.04,7.79,0,18.1,6.1,34,66333
6037576503,"Census Tract 5765.03, Los Angeles County, California",4039,4039,2077,414,12,211,0,990,335,51.42,10.25,0.3,5.22,0,24.51,8.29,35,62606
6037576601,"Census Tract 5766.01, Los Angeles County, California",3894,3894,2332,318,13,250,64,488,429,59.89,8.17,0.33,6.42,1.64,12.53,11.02,41,54789
6037576602,"Census Tract 5766.02, Los Angeles County, California",4876,4876,3323,339,0,402,0,280,532,68.15,6.95,0,8.24,0,5.74,10.91,34,74611
6037576700,"Census Tract 5767, Los Angeles County, California",4120,4120,3084,186,18,372,0,182,278,74.85,4.51,0.44,9.03,0,4.42,6.75,36,95536
6037576801,"Census Tract 5768.01, Los Angeles County, California",3780,3780,2358,669,0,309,0,337,107,62.38,17.7,0,8.17,0,8.92,2.83,39,55380
6037576802,"Census Tract 5768.02, Los Angeles County, California",4039,4039,2653,535,9,350,0,293,199,65.68,13.25,0.22,8.67,0,7.25,4.93,31,70281
6037576901,"Census Tract 5769.01, Los Angeles County, California",5165,5165,2325,395,143,1044,0,1150,108,45.01,7.65,2.77,20.21,0,22.27,2.09,28,48415
6037576903,"Census Tract 5769.03, Los Angeles County, California",3371,3371,1743,538,7,330,0,586,167,51.71,15.96,0.21,9.79,0,17.38,4.95,30,46563
6037576904,"Census Tract 5769.04, Los Angeles County, California",3099,3099,1373,560,23,311,0,562,270,44.3,18.07,0.74,10.04,0,18.13,8.71,32,64247
6037577000,"Census Tract 5770, Los Angeles County, California",6925,6925,3697,838,186,1017,0,886,301,53.39,12.1,2.69,14.69,0,12.79,4.35,28,73624
6037577100,"Census Tract 5771, Los Angeles County, California",7266,7266,5022,501,64,622,0,116,941,69.12,6.9,0.88,8.56,0,1.6,12.95,32,84274
6037577200,"Census Tract 5772, Los Angeles County, California",5905,5905,4262,377,0,634,0,335,297,72.18,6.38,0,10.74,0,5.67,5.03,35,93858
6037577300,"Census Tract 5773, Los Angeles County, California",5773,5773,4127,163,16,328,323,366,450,71.49,2.82,0.28,5.68,5.6,6.34,7.79,32,97411
6037577400,"Census Tract 5774, Los Angeles County, California",2995,2995,2630,88,2,115,0,100,60,87.81,2.94,0.07,3.84,0,3.34,2,31,101641
6037577501,"Census Tract 5775.01, Los Angeles County, California",3359,3359,2910,54,20,176,0,80,119,86.63,1.61,0.6,5.24,0,2.38,3.54,30,138056
6037577504,"Census Tract 5775.04, Los Angeles County, California",1333,1333,1153,38,0,78,0,6,58,86.5,2.85,0,5.85,0,0.45,4.35,35,102400
6037577602,"Census Tract 5776.02, Los Angeles County, California",3037,3037,2134,0,78,505,0,96,224,70.27,0,2.57,16.63,0,3.16,7.38,31,96074
6037577604,"Census Tract 5776.04, Los Angeles County, California",1613,1613,1340,45,0,72,0,4,152,83.08,2.79,0,4.46,0,0.25,9.42,33,96000
6037577605,"Census Tract 5776.05, Los Angeles County, California",4165,4165,3144,95,37,458,12,118,301,75.49,2.28,0.89,11,0.29,2.83,7.23,26,107572
6037577606,"Census Tract 5776.06, Los Angeles County, California",3982,3982,3313,151,0,131,54,123,210,83.2,3.79,0,3.29,1.36,3.09,5.27,28,121643
6037577700,"Census Tract 5777, Los Angeles County, California",4605,4605,1107,694,0,1002,25,1144,633,24.04,15.07,0,21.76,0.54,24.84,13.75,27,73448
6037577800,"Census Tract 5778, Los Angeles County, California",4730,4730,2588,1,89,295,0,1443,314,54.71,0.02,1.88,6.24,0,30.51,6.64,32,106473
6037577900,"Census Tract 5779, Los Angeles County, California",5808,5808,2607,1045,76,1379,17,190,494,44.89,17.99,1.31,23.74,0.29,3.27,8.51,27,78345
6037578000,"Census Tract 5780, Los Angeles County, California",6647,6647,3018,466,63,825,7,1607,661,45.4,7.01,0.95,12.41,0.11,24.18,9.94,26,57337
6037578100,"Census Tract 5781, Los Angeles County, California",2361,2361,1712,120,12,339,0,63,115,72.51,5.08,0.51,14.36,0,2.67,4.87,12,
6037599000,"Census Tract 5990, Los Angeles County, California",3477,3477,2868,5,0,2,1,147,454,82.48,0.14,0,0.06,0.03,4.23,13.06,9,77644
6037599100,"Census Tract 5991, Los Angeles County, California",686,686,531,11,0,31,57,11,45,77.41,1.6,0,4.52,8.31,1.6,6.56,9,
6037600100,"Census Tract 6001, Los Angeles County, California",7320,7320,1634,1797,0,16,0,3236,637,22.32,24.55,0,0.22,0,44.21,8.7,34,42547
6037600201,"Census Tract 6002.01, Los Angeles County, California",5228,5228,1421,1780,9,1,0,1010,1007,27.18,34.05,0.17,0.02,0,19.32,19.26,34,41706
6037600202,"Census Tract 6002.02, Los Angeles County, California",7585,7585,2518,2293,97,215,283,1779,400,33.2,30.23,1.28,2.83,3.73,23.45,5.27,37,33359
6037600302,"Census Tract 6003.02, Los Angeles County, California",3281,3281,787,2171,59,6,0,225,33,23.99,66.17,1.8,0.18,0,6.86,1.01,38,69237
6037600303,"Census Tract 6003.03, Los Angeles County, California",4234,4234,1023,934,0,2,0,995,1280,24.16,22.06,0,0.05,0,23.5,30.23,35,39418
6037600304,"Census Tract 6003.04, Los Angeles County, California",4062,4062,1576,1216,37,4,0,689,540,38.8,29.94,0.91,0.1,0,16.96,13.29,33,48799
6037600400,"Census Tract 6004, Los Angeles County, California",4203,4203,509,3139,0,19,0,314,222,12.11,74.68,0,0.45,0,7.47,5.28,33,66054
6037600501,"Census Tract 6005.01, Los Angeles County, California",2739,2739,261,2144,0,55,0,224,55,9.53,78.28,0,2.01,0,8.18,2.01,33,83167
6037600601,"Census Tract 6006.01, Los Angeles County, California",2526,2526,17,2171,48,4,0,112,174,0.67,85.95,1.9,0.16,0,4.43,6.89,31,87596
6037600602,"Census Tract 6006.02, Los Angeles County, California",2734,2734,490,694,12,168,0,1045,325,17.92,25.38,0.44,6.14,0,38.22,11.89,30,52569
6037600702,"Census Tract 6007.02, Los Angeles County, California",4657,4657,344,3344,0,0,0,829,140,7.39,71.81,0,0,0,17.8,3.01,35,99449
6037600703,"Census Tract 6007.03, Los Angeles County, California",1671,1671,126,1355,0,22,0,33,135,7.54,81.09,0,1.32,0,1.97,8.08,33,80859
6037600704,"Census Tract 6007.04, Los Angeles County, California",3279,3279,512,2279,0,103,0,194,191,15.61,69.5,0,3.14,0,5.92,5.82,34,78214
6037600801,"Census Tract 6008.01, Los Angeles County, California",2930,2930,173,2427,0,83,0,104,143,5.9,82.83,0,2.83,0,3.55,4.88,35,113682
6037600802,"Census Tract 6008.02, Los Angeles County, California",2717,2717,146,2358,0,5,0,113,95,5.37,86.79,0,0.18,0,4.16,3.5,36,57250
6037600902,"Census Tract 6009.02, Los Angeles County, California",6385,6385,1204,2766,0,109,0,1390,916,18.86,43.32,0,1.71,0,21.77,14.35,32,47146
6037600911,"Census Tract 6009.11, Los Angeles County, California",3391,3391,820,778,40,0,0,911,842,24.18,22.94,1.18,0,0,26.87,24.83,30,71875
6037600912,"Census Tract 6009.12, Los Angeles County, California",4894,4894,1593,827,75,0,0,1917,482,32.55,16.9,1.53,0,0,39.17,9.85,33,69859
6037601001,"Census Tract 6010.01, Los Angeles County, California",2392,2392,421,1369,12,31,0,114,445,17.6,57.23,0.5,1.3,0,4.77,18.6,28,29375
6037601002,"Census Tract 6010.02, Los Angeles County, California",5173,5173,603,2797,162,41,0,837,733,11.66,54.07,3.13,0.79,0,16.18,14.17,35,52446
6037601100,"Census Tract 6011, Los Angeles County, California",6834,6834,1282,2323,5,252,142,2569,261,18.76,33.99,0.07,3.69,2.08,37.59,3.82,31,48728
6037601202,"Census Tract 6012.02, Los Angeles County, California",4107,4107,1604,92,33,274,0,1774,330,39.06,2.24,0.8,6.67,0,43.19,8.04,32,67451
6037601211,"Census Tract 6012.11, Los Angeles County, California",2849,2849,377,1116,43,13,28,987,285,13.23,39.17,1.51,0.46,0.98,34.64,10,30,43145
6037601212,"Census Tract 6012.12, Los Angeles County, California",6172,6172,1596,1852,94,110,344,1336,840,25.86,30.01,1.52,1.78,5.57,21.65,13.61,26,57917
6037601301,"Census Tract 6013.01, Los Angeles County, California",1798,1798,435,929,69,66,0,160,139,24.19,51.67,3.84,3.67,0,8.9,7.73,30,69575
6037601302,"Census Tract 6013.02, Los Angeles County, California",7104,7104,1400,3495,0,474,0,777,958,19.71,49.2,0,6.67,0,10.94,13.49,26,70226
6037601303,"Census Tract 6013.03, Los Angeles County, California",5505,5505,808,3276,69,169,0,743,440,14.68,59.51,1.25,3.07,0,13.5,7.99,29,51887
6037601401,"Census Tract 6014.01, Los Angeles County, California",6577,6577,1619,2128,165,267,0,1569,829,24.62,32.36,2.51,4.06,0,23.86,12.6,30,52676
6037601402,"Census Tract 6014.02, Los Angeles County, California",4719,4719,1895,58,161,70,19,1672,844,40.16,1.23,3.41,1.48,0.4,35.43,17.89,31,82828
6037601501,"Census Tract 6015.01, Los Angeles County, California",3883,3883,1110,86,70,63,121,1669,764,28.59,2.21,1.8,1.62,3.12,42.98,19.68,24,47031
6037601502,"Census Tract 6015.02, Los Angeles County, California",3936,3936,1542,23,47,13,0,1583,728,39.18,0.58,1.19,0.33,0,40.22,18.5,26,50455
6037601600,"Census Tract 6016, Los Angeles County, California",3985,3985,1245,133,0,149,156,1617,685,31.24,3.34,0,3.74,3.91,40.58,17.19,28,44397
6037601700,"Census Tract 6017, Los Angeles County, California",5106,5106,1424,434,105,248,103,2023,769,27.89,8.5,2.06,4.86,2.02,39.62,15.06,30,39962
6037601801,"Census Tract 6018.01, Los Angeles County, California",2847,2847,1226,78,59,105,0,1061,318,43.06,2.74,2.07,3.69,0,37.27,11.17,25,44881
6037601802,"Census Tract 6018.02, Los Angeles County, California",3884,3884,1599,168,9,135,0,1665,308,41.17,4.33,0.23,3.48,0,42.87,7.93,28,75217
6037601900,"Census Tract 6019, Los Angeles County, California",4805,4805,1601,1313,35,7,0,1255,594,33.32,27.33,0.73,0.15,0,26.12,12.36,30,66948
6037602002,"Census Tract 6020.02, Los Angeles County, California",3214,3214,855,475,53,95,0,1265,471,26.6,14.78,1.65,2.96,0,39.36,14.65,31,66466
6037602003,"Census Tract 6020.03, Los Angeles County, California",4309,4309,1467,505,29,48,0,1902,358,34.05,11.72,0.67,1.11,0,44.14,8.31,31,57109
6037602103,"Census Tract 6021.03, Los Angeles County, California",5408,5408,2039,1300,525,255,0,549,740,37.7,24.04,9.71,4.72,0,10.15,13.68,30,42400
6037602104,"Census Tract 6021.04, Los Angeles County, California",6051,6051,1754,1232,10,202,0,1895,958,28.99,20.36,0.17,3.34,0,31.32,15.83,31,61031
6037602105,"Census Tract 6021.05, Los Angeles County, California",3738,3738,1211,941,155,113,33,866,419,32.4,25.17,4.15,3.02,0.88,23.17,11.21,29,52658
6037602106,"Census Tract 6021.06, Los Angeles County, California",6228,6228,2208,1091,40,887,0,1006,996,35.45,17.52,0.64,14.24,0,16.15,15.99,27,72243
6037602201,"Census Tract 6022.01, Los Angeles County, California",4408,4408,2277,299,2,731,0,323,776,51.66,6.78,0.05,16.58,0,7.33,17.6,24,129492
6037602202,"Census Tract 6022.02, Los Angeles County, California",2799,2799,1352,257,0,241,0,312,637,48.3,9.18,0,8.61,0,11.15,22.76,24,86875
6037602301,"Census Tract 6023.01, Los Angeles County, California",6516,6516,3506,165,129,629,0,1071,1016,53.81,2.53,1.98,9.65,0,16.44,15.59,27,108344
6037602302,"Census Tract 6023.02, Los Angeles County, California",4593,4593,2849,38,0,911,25,93,677,62.03,0.83,0,19.83,0.54,2.02,14.74,28,151215
6037602402,"Census Tract 6024.02, Los Angeles County, California",7204,7204,2536,539,21,786,17,1468,1837,35.2,7.48,0.29,10.91,0.24,20.38,25.5,28,88523
6037602403,"Census Tract 6024.03, Los Angeles County, California",4505,4505,2050,748,0,189,42,806,670,45.5,16.6,0,4.2,0.93,17.89,14.87,32,58866
6037602404,"Census Tract 6024.04, Los Angeles County, California",5927,5927,2588,1149,0,358,17,1079,736,43.66,19.39,0,6.04,0.29,18.2,12.42,29,54191
6037602504,"Census Tract 6025.04, Los Angeles County, California",5196,5196,1768,1510,57,355,25,978,503,34.03,29.06,1.1,6.83,0.48,18.82,9.68,24,56786
6037602505,"Census Tract 6025.05, Los Angeles County, California",4584,4584,1074,1413,116,136,22,1335,488,23.43,30.82,2.53,2.97,0.48,29.12,10.65,27,52357
6037602506,"Census Tract 6025.06, Los Angeles County, California",4277,4277,600,1634,94,164,0,1290,495,14.03,38.2,2.2,3.83,0,30.16,11.57,30,51756
6037602507,"Census Tract 6025.07, Los Angeles County, California",5213,5213,1005,2669,1,352,9,1038,139,19.28,51.2,0.02,6.75,0.17,19.91,2.67,34,54514
6037602510,"Census Tract 6025.10, Los Angeles County, California",3529,3529,827,1154,28,121,0,1084,315,23.43,32.7,0.79,3.43,0,30.72,8.93,40,37095
6037602511,"Census Tract 6025.11, Los Angeles County, California",4803,4803,542,2953,196,163,0,660,289,11.28,61.48,4.08,3.39,0,13.74,6.02,33,51570
6037602512,"Census Tract 6025.12, Los Angeles County, California",2156,2156,766,33,140,434,136,568,79,35.53,1.53,6.49,20.13,6.31,26.35,3.66,26,74779
6037602513,"Census Tract 6025.13, Los Angeles County, California",1642,1642,479,608,13,0,0,540,2,29.17,37.03,0.79,0,0,32.89,0.12,23,50643
6037602601,"Census Tract 6026.01, Los Angeles County, California",4626,4626,426,2776,0,93,14,820,497,9.21,60.01,0,2.01,0.3,17.73,10.74,34,52639
6037602602,"Census Tract 6026.02, Los Angeles County, California",3046,3046,577,1984,0,84,0,289,112,18.94,65.13,0,2.76,0,9.49,3.68,29,58314
6037602700,"Census Tract 6027, Los Angeles County, California",3617,3617,508,2627,0,145,0,189,148,14.04,72.63,0,4.01,0,5.23,4.09,30,97278
6037602801,"Census Tract 6028.01, Los Angeles County, California",4314,4314,1181,1717,128,1,5,667,615,27.38,39.8,2.97,0.02,0.12,15.46,14.26,26,48973
6037602802,"Census Tract 6028.02, Los Angeles County, California",4784,4784,795,2609,45,99,43,596,597,16.62,54.54,0.94,2.07,0.9,12.46,12.48,30,93984
6037602900,"Census Tract 6029, Los Angeles County, California",4391,4391,863,801,218,316,0,1386,807,19.65,18.24,4.96,7.2,0,31.56,18.38,23,74044
6037603004,"Census Tract 6030.04, Los Angeles County, California",1734,1734,226,504,2,478,0,471,53,13.03,29.07,0.12,27.57,0,27.16,3.06,25,70972
6037603005,"Census Tract 6030.05, Los Angeles County, California",6771,6771,879,1536,19,1142,0,2023,1172,12.98,22.68,0.28,16.87,0,29.88,17.31,31,64138
6037603006,"Census Tract 6030.06, Los Angeles County, California",1802,1802,240,78,37,1046,0,255,146,13.32,4.33,2.05,58.05,0,14.15,8.1,29,78307
6037603007,"Census Tract 6030.07, Los Angeles County, California",3510,3510,1174,857,0,662,0,477,340,33.45,24.42,0,18.86,0,13.59,9.69,27,72198
6037603008,"Census Tract 6030.08, Los Angeles County, California",4189,4189,144,740,58,742,0,1955,550,3.44,17.67,1.38,17.71,0,46.67,13.13,29,56736
6037603101,"Census Tract 6031.01, Los Angeles County, California",4812,4812,1587,302,0,1516,13,877,517,32.98,6.28,0,31.5,0.27,18.23,10.74,25,66048
6037603102,"Census Tract 6031.02, Los Angeles County, California",3632,3632,765,565,11,1163,0,942,186,21.06,15.56,0.3,32.02,0,25.94,5.12,29,62854
6037603200,"Census Tract 6032, Los Angeles County, California",3225,3225,513,59,0,1769,0,658,226,15.91,1.83,0,54.85,0,20.4,7.01,28,95799
6037603301,"Census Tract 6033.01, Los Angeles County, California",3539,3539,493,89,81,1677,0,637,562,13.93,2.51,2.29,47.39,0,18,15.88,28,66200
6037603302,"Census Tract 6033.02, Los Angeles County, California",4129,4129,932,167,14,1976,0,736,304,22.57,4.04,0.34,47.86,0,17.83,7.36,28,61816
6037603400,"Census Tract 6034, Los Angeles County, California",3959,3959,1213,525,0,1130,20,501,570,30.64,13.26,0,28.54,0.51,12.65,14.4,31,85391
6037603500,"Census Tract 6035, Los Angeles County, California",3043,3043,1032,441,9,554,10,318,679,33.91,14.49,0.3,18.21,0.33,10.45,22.31,29,85917
6037603600,"Census Tract 6036, Los Angeles County, California",4509,4509,1785,366,124,1208,0,714,312,39.59,8.12,2.75,26.79,0,15.83,6.92,29,80280
